"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Urea cycle"	"Urea cycle"	9	9	3	0.333333333333333	0.0701754385964912	4	4	2	0	0.120658017255798	1
"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	6	6	2	0.333333333333333	0.0350877192982456	2	2	1	0	0.130573822219949	1
"Signaling by EGFR in Cancer"	"Signaling by EGFR in Cancer"	181	181	60	0.331491712707182	0.771929824561403	44	96	15	0	0.000283559373031261	0.0793427595951079
"Signaling by EGFRvIII in Cancer"	"Signaling by EGFRvIII in Cancer"	181	181	60	0.331491712707182	0.771929824561403	44	96	15	0	0.000283559373031261	0.0793427595951079
"Signaling by Ligand-Responsive EGFR Variants in Cancer"	"Signaling by Ligand-Responsive EGFR Variants in Cancer"	181	181	60	0.331491712707182	0.771929824561403	44	96	15	0	0.000283559373031261	0.0793427595951079
"Signaling by EGFR"	"Signaling by EGFR"	179	179	59	0.329608938547486	0.771929824561403	44	95	15	0	0.000372789177183863	0.0956422178493967
"Signaling by Overexpressed Wild-Type EGFR in Cancer"	"Signaling by Overexpressed Wild-Type EGFR in Cancer"	179	179	59	0.329608938547486	0.771929824561403	44	95	15	0	0.000372789177183863	0.0956422178493967
"Cell death signalling via NRAGE, NRIF and NADE"	"Cell death signalling via NRAGE, NRIF and NADE"	61	61	20	0.327868852459016	0.228070175438596	13	24	2	0	0.0211292408006737	1
"Signaling by FGFR"	"Signaling by FGFR"	162	162	53	0.327160493827161	0.736842105263158	42	89	15	0	0.000831975867004231	0.158981027602435
"Integration of energy metabolism"	"Integration of energy metabolism"	104	104	34	0.326923076923077	0.491228070175439	28	46	3	0	0.00540022902137238	0.590024479084869
"Mitochondrial biogenesis"	"Mitochondrial biogenesis"	52	52	17	0.326923076923077	0.228070175438596	13	21	3	0	0.0296892531010136	1
"Muscle contraction"	"Muscle contraction"	49	49	16	0.326530612244898	0.473684210526316	27	40	22	0	0.0332976056166822	1
"Interleukin-1 signaling"	"Interleukin-1 signaling"	40	40	13	0.325	0.210526315789474	12	14	2	0	0.0472091381299944	1
"Regulation of insulin secretion"	"Regulation of insulin secretion"	77	77	25	0.324675324675325	0.403508771929825	23	34	3	0	0.0144849140575716	1
"Signalling by NGF"	"Signalling by NGF"	287	287	93	0.32404181184669	0.842105263157895	48	138	15	0	2.61551699363149e-05	0.0125024018879365
"Transmission across Chemical Synapses"	"Transmission across Chemical Synapses"	201	201	65	0.323383084577114	0.596491228070175	34	83	3	0	0.000375158682011545	0.0956422178493967
"NOD1/2 Signaling Pathway"	"NOD1/2 Signaling Pathway"	31	31	10	0.32258064516129	0.245614035087719	14	17	6	0	0.0675861746451366	1
"Nuclear import of Rev protein"	"Nuclear import of Rev protein"	31	31	10	0.32258064516129	0.105263157894737	6	11	2	0	0.0675861746451366	1
"Signaling by Interleukins"	"Signaling by Interleukins"	109	109	35	0.321100917431193	0.543859649122807	31	57	15	0	0.00676204495571753	0.646463424451264
"NGF signalling via TRKA from the plasma membrane"	"NGF signalling via TRKA from the plasma membrane"	206	206	66	0.320388349514563	0.789473684210526	45	105	15	0	0.00045872673411429	0.109637712173196
"O-linked glycosylation"	"O-linked glycosylation"	103	103	33	0.320388349514563	0.473684210526316	27	55	9	0	0.00840836524349498	0.753613638460621
"G0 and Early G1"	"G0 and Early G1"	25	25	8	0.32	0.157894736842105	9	10	3	0	0.0864901257980396	1
"SHC-related events triggered by IGF1R"	"SHC-related events triggered by IGF1R"	25	25	8	0.32	0.157894736842105	9	10	3	0	0.0864901257980396	1
"Signaling by SCF-KIT"	"Signaling by SCF-KIT"	144	144	46	0.319444444444444	0.736842105263158	42	82	15	0	0.00283403320902986	0.365310435994951
"Signaling by ERBB2"	"Signaling by ERBB2"	163	163	52	0.319018404907975	0.736842105263158	42	88	15	0	0.0017413976442171	0.284566933206791
"DAP12 interactions"	"DAP12 interactions"	179	179	57	0.318435754189944	0.754385964912281	43	93	15	0	0.00119062241834211	0.212433110739967
"SHC-mediated signalling"	"SHC-mediated signalling"	22	22	7	0.318181818181818	0.140350877192982	8	9	3	0	0.0981235756226206	1
"GAB1 signalosome"	"GAB1 signalosome"	104	104	33	0.317307692307692	0.631578947368421	36	61	15	0	0.00986945997995448	0.826456450975472
"Cell-cell junction organization"	"Cell-cell junction organization"	60	60	19	0.316666666666667	0.403508771929825	23	27	3	0	0.0339749695347661	1
"Platelet degranulation"	"Platelet degranulation"	79	79	25	0.316455696202532	0.578947368421053	33	51	22	0	0.0203441217963534	1
"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"	57	57	18	0.315789473684211	0.385964912280702	22	34	8	0	0.0381391303246463	1
"Constitutive Signaling by NOTCH1 PEST Domain Mutants"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"	57	57	18	0.315789473684211	0.385964912280702	22	34	8	0	0.0381391303246463	1
"NEP/NS2 Interacts with the Cellular Export Machinery"	"NEP/NS2 Interacts with the Cellular Export Machinery"	35	35	11	0.314285714285714	0.12280701754386	7	12	2	0	0.0732471839774469	1
"G-protein beta:gamma signalling"	"G-protein beta:gamma signalling"	51	51	16	0.313725490196078	0.403508771929825	23	32	15	0	0.0481901872728105	1
"Metabolism of Angiotensinogen to Angiotensins"	"Metabolism of Angiotensinogen to Angiotensins"	16	16	5	0.3125	0.105263157894737	6	7	2	0	0.127217729698645	1
"Oncogene Induced Senescence"	"Oncogene Induced Senescence"	32	32	10	0.3125	0.228070175438596	13	15	3	0	0.0829468701577465	1
"Opioid Signalling"	"Opioid Signalling"	80	80	25	0.3125	0.43859649122807	25	35	3	0	0.0238973714047419	1
"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	16	16	5	0.3125	0.087719298245614	5	6	2	0	0.127217729698645	1
"TRAF6 mediated induction of TAK1 complex"	"TRAF6 mediated induction of TAK1 complex"	16	16	5	0.3125	0.087719298245614	5	6	2	0	0.127217729698645	1
"Transport of the SLBP independent Mature mRNA"	"Transport of the SLBP independent Mature mRNA"	32	32	10	0.3125	0.105263157894737	6	11	2	0	0.0829468701577465	1
"VEGFR2 mediated cell proliferation"	"VEGFR2 mediated cell proliferation"	32	32	10	0.3125	0.228070175438596	13	16	3	0	0.0829468701577465	1
"RMTs methylate histone arginines"	"RMTs methylate histone arginines"	45	45	14	0.311111111111111	0.263157894736842	15	17	2	0	0.0611532052834265	1
"Signaling by FGFR mutants"	"Signaling by FGFR mutants"	45	45	14	0.311111111111111	0.43859649122807	25	36	15	0	0.0611532052834265	1
"Viral Messenger RNA Synthesis"	"Viral Messenger RNA Synthesis"	45	45	14	0.311111111111111	0.175438596491228	10	15	2	0	0.0611532052834265	1
"PI3K/AKT activation"	"PI3K/AKT activation"	103	103	32	0.310679611650485	0.614035087719298	35	60	15	0	0.0149671733389436	1
"PI-3K cascade"	"PI-3K cascade"	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"PI3K events in ERBB2 signaling"	"PI3K events in ERBB2 signaling"	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"PI3K events in ERBB4 signaling"	"PI3K events in ERBB4 signaling"	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"PI3K/AKT Signaling in Cancer"	"PI3K/AKT Signaling in Cancer"	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"PIP3 activates AKT signaling"	"PIP3 activates AKT signaling"	100	100	31	0.31	0.614035087719298	35	59	15	0	0.0166984769000693	1
"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	42	42	13	0.30952380952381	0.210526315789474	12	16	3	0	0.0690249407490229	1
"Response to elevated platelet cytosolic Ca2+"	"Response to elevated platelet cytosolic Ca2+"	84	84	26	0.30952380952381	0.578947368421053	33	54	22	0	0.0249604703273987	1
"Transcriptional regulation of pluripotent stem cells"	"Transcriptional regulation of pluripotent stem cells"	42	42	13	0.30952380952381	0.228070175438596	13	16	3	0	0.0690249407490229	1
"Developmental Biology"	"Developmental Biology"	519	519	160	0.308285163776493	0.87719298245614	50	221	8	0	1.59287363432625e-06	0.00130527024773645
"Dissolution of Fibrin Clot"	"Dissolution of Fibrin Clot"	13	13	4	0.307692307692308	0.087719298245614	5	6	3	0	0.145479793445819	1
"Downregulation of ERBB2:ERBB3 signaling"	"Downregulation of ERBB2:ERBB3 signaling"	13	13	4	0.307692307692308	0.0701754385964912	4	4	1	0	0.145479793445819	1
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	13	13	4	0.307692307692308	0.0701754385964912	4	4	1	0	0.145479793445819	1
"Organic cation/anion/zwitterion transport"	"Organic cation/anion/zwitterion transport"	13	13	4	0.307692307692308	0.105263157894737	6	6	2	0	0.145479793445819	1
"Platelet Adhesion to exposed collagen"	"Platelet Adhesion to exposed collagen"	13	13	4	0.307692307692308	0.0701754385964912	4	5	2	0	0.145479793445819	1
"Signaling by Leptin"	"Signaling by Leptin"	26	26	8	0.307692307692308	0.175438596491228	10	12	3	0	0.107096141039777	1
"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"	"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"	26	26	8	0.307692307692308	0.175438596491228	10	11	2	0	0.107096141039777	1
"The NLRP3 inflammasome"	"The NLRP3 inflammasome"	13	13	4	0.307692307692308	0.0701754385964912	4	4	1	0	0.145479793445819	1
"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	114	114	35	0.307017543859649	0.456140350877193	26	51	8	0	0.014448004110766	1
"PPARA activates gene expression"	"PPARA activates gene expression"	111	111	34	0.306306306306306	0.43859649122807	25	49	8	0	0.0160977500457162	1
"Export of Viral Ribonucleoproteins from Nucleus"	"Export of Viral Ribonucleoproteins from Nucleus"	36	36	11	0.305555555555556	0.12280701754386	7	12	2	0	0.0883727994349249	1
"FBXW7 Mutants and NOTCH1 in Cancer"	"FBXW7 Mutants and NOTCH1 in Cancer"	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	36	36	11	0.305555555555556	0.192982456140351	11	13	2	0	0.0883727994349249	1
"Signaling by NOTCH1"	"Signaling by NOTCH1"	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"Signaling by NOTCH1 in Cancer"	"Signaling by NOTCH1 in Cancer"	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	72	72	22	0.305555555555556	0.403508771929825	23	39	8	0	0.0391543007537323	1
"Signaling by ERBB4"	"Signaling by ERBB4"	154	154	47	0.305194805194805	0.701754385964912	40	78	15	0	0.00698003328113472	0.661788587942657
"ARMS-mediated activation"	"ARMS-mediated activation"	23	23	7	0.304347826086957	0.140350877192982	8	9	3	0	0.122219365218531	1
"Deadenylation of mRNA"	"Deadenylation of mRNA"	23	23	7	0.304347826086957	0.12280701754386	7	8	2	0	0.122219365218531	1
"Double-Strand Break Repair"	"Double-Strand Break Repair"	23	23	7	0.304347826086957	0.12280701754386	7	8	2	0	0.122219365218531	1
"Downregulation of SMAD2/3:SMAD4 transcriptional activity"	"Downregulation of SMAD2/3:SMAD4 transcriptional activity"	23	23	7	0.304347826086957	0.140350877192982	8	9	2	0	0.122219365218531	1
"Endogenous sterols"	"Endogenous sterols"	23	23	7	0.304347826086957	0.105263157894737	6	9	2	0	0.122219365218531	1
"G alpha (z) signalling events"	"G alpha (z) signalling events"	46	46	14	0.304347826086957	0.245614035087719	14	18	3	0	0.0726595166421304	1
"Regulation of Complement cascade"	"Regulation of Complement cascade"	23	23	7	0.304347826086957	0.12280701754386	7	10	3	0	0.122219365218531	1
"Platelet homeostasis"	"Platelet homeostasis"	79	79	24	0.30379746835443	0.350877192982456	20	31	3	0	0.0362694280530599	1
"MAP kinase activation in TLR cascade"	"MAP kinase activation in TLR cascade"	56	56	17	0.303571428571429	0.245614035087719	14	20	3	0	0.0597562473486083	1
"Hedgehog 'off' state"	"Hedgehog 'off' state"	99	99	30	0.303030303030303	0.421052631578947	24	34	3	0	0.0248627054446806	1
"Rev-mediated nuclear export of HIV RNA"	"Rev-mediated nuclear export of HIV RNA"	33	33	10	0.303030303030303	0.105263157894737	6	11	2	0	0.100294244290591	1
"Transport of the SLBP Dependant Mature mRNA"	"Transport of the SLBP Dependant Mature mRNA"	33	33	10	0.303030303030303	0.105263157894737	6	11	2	0	0.100294244290591	1
"ATF6-alpha activates chaperone genes"	"ATF6-alpha activates chaperone genes"	10	10	3	0.3	0.0526315789473684	3	4	2	0	0.166870171249961	1
"Abacavir transport and metabolism"	"Abacavir transport and metabolism"	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"Activation of gene expression by SREBF (SREBP)"	"Activation of gene expression by SREBF (SREBP)"	40	40	12	0.3	0.280701754385965	16	17	3	0	0.0928722898154934	1
"Chondroitin sulfate biosynthesis"	"Chondroitin sulfate biosynthesis"	20	20	6	0.3	0.12280701754386	7	8	3	0	0.140005686429546	1
"ERK1 activation"	"ERK1 activation"	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"Fatty Acyl-CoA Biosynthesis"	"Fatty Acyl-CoA Biosynthesis"	20	20	6	0.3	0.12280701754386	7	7	2	0	0.140005686429546	1
"Gap junction degradation"	"Gap junction degradation"	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"Inactivation, recovery and regulation of the phototransduction cascade"	"Inactivation, recovery and regulation of the phototransduction cascade"	30	30	9	0.3	0.157894736842105	9	11	3	0	0.114105472630194	1
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation"	"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation"	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"Regulation of Rheb GTPase activity by AMPK"	"Regulation of Rheb GTPase activity by AMPK"	10	10	3	0.3	0.0526315789473684	3	4	2	0	0.166870171249961	1
"Removal of the Flap Intermediate from the C-strand"	"Removal of the Flap Intermediate from the C-strand"	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"Role of second messengers in netrin-1 signaling"	"Role of second messengers in netrin-1 signaling"	10	10	3	0.3	0.0701754385964912	4	4	2	0	0.166870171249961	1
"Signaling by FGFR1 mutants"	"Signaling by FGFR1 mutants"	30	30	9	0.3	0.368421052631579	21	27	15	0	0.114105472630194	1
"TRIF-mediated programmed cell death"	"TRIF-mediated programmed cell death"	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"Ion channel transport"	"Ion channel transport"	167	167	50	0.29940119760479	0.543859649122807	31	66	5	0	0.00855918991861793	0.755329525525806
"Rho GTPase cycle"	"Rho GTPase cycle"	121	121	36	0.297520661157025	0.350877192982456	20	43	2	0	0.0222533007216114	1
"Signaling by Rho GTPases"	"Signaling by Rho GTPases"	121	121	36	0.297520661157025	0.350877192982456	20	43	2	0	0.0222533007216114	1
"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	37	37	11	0.297297297297297	0.298245614035088	17	22	8	0	0.105284173532088	1
"Vpr-mediated nuclear import of PICs"	"Vpr-mediated nuclear import of PICs"	37	37	11	0.297297297297297	0.12280701754386	7	13	2	0	0.105284173532088	1
"Mitotic Prometaphase"	"Mitotic Prometaphase"	108	108	32	0.296296296296296	0.403508771929825	23	36	2	0	0.0299494929071266	1
"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	27	27	8	0.296296296296296	0.12280701754386	7	11	3	0	0.130203057276665	1
"Homologous Recombination Repair"	"Homologous Recombination Repair"	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"Homologous recombination repair of replication-independent double-strand breaks"	"Homologous recombination repair of replication-independent double-strand breaks"	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"Metabolism of nitric oxide"	"Metabolism of nitric oxide"	17	17	5	0.294117647058824	0.087719298245614	5	5	1	0	0.161150211517069	1
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	51	51	15	0.294117647058824	0.315789473684211	18	23	6	0	0.0883998411331199	1
"RAF/MAP kinase cascade"	"RAF/MAP kinase cascade"	17	17	5	0.294117647058824	0.105263157894737	6	7	3	0	0.161150211517069	1
"Signalling to RAS"	"Signalling to RAS"	34	34	10	0.294117647058824	0.210526315789474	12	13	3	0	0.119618330035802	1
"Tristetraprolin (TTP) destabilizes mRNA"	"Tristetraprolin (TTP) destabilizes mRNA"	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"activated TAK1 mediates p38 MAPK activation"	"activated TAK1 mediates p38 MAPK activation"	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"eNOS activation and regulation"	"eNOS activation and regulation"	17	17	5	0.294117647058824	0.087719298245614	5	5	1	0	0.161150211517069	1
"Interferon gamma signaling"	"Interferon gamma signaling"	92	92	27	0.293478260869565	0.421052631578947	24	32	3	0	0.0451215249972707	1
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	24	24	7	0.291666666666667	0.157894736842105	9	12	3	0	0.149108198248971	1
"G beta:gamma signalling through PI3Kgamma"	"G beta:gamma signalling through PI3Kgamma"	48	48	14	0.291666666666667	0.403508771929825	23	30	15	0	0.0997082765062114	1
"Growth hormone receptor signaling"	"Growth hormone receptor signaling"	24	24	7	0.291666666666667	0.175438596491228	10	12	3	0	0.149108198248971	1
"Constitutive PI3K/AKT Signaling in Cancer"	"Constitutive PI3K/AKT Signaling in Cancer"	86	86	25	0.290697674418605	0.596491228070175	34	51	15	0	0.0561059581903031	1
"The phototransduction cascade"	"The phototransduction cascade"	31	31	9	0.290322580645161	0.157894736842105	9	11	3	0	0.136257519289745	1
"Platelet activation, signaling and aggregation"	"Platelet activation, signaling and aggregation"	221	221	64	0.289592760180996	0.824561403508772	47	118	22	0	0.00840789925723051	0.753613638460621
"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	45	45	13	0.288888888888889	0.210526315789474	12	18	3	0	0.112619524839517	1
"Factors involved in megakaryocyte development and platelet production"	"Factors involved in megakaryocyte development and platelet production"	125	125	36	0.288	0.456140350877193	26	46	8	0	0.0361449414679799	1
"Acetylcholine Binding And Downstream Events"	"Acetylcholine Binding And Downstream Events"	14	14	4	0.285714285714286	0.0701754385964912	4	4	1	0	0.186661094921027	1
"Activation of Nicotinic Acetylcholine Receptors"	"Activation of Nicotinic Acetylcholine Receptors"	14	14	4	0.285714285714286	0.0701754385964912	4	4	1	0	0.186661094921027	1
"Anchoring fibril formation"	"Anchoring fibril formation"	7	7	2	0.285714285714286	0.105263157894737	6	6	3	0	0.191750048138923	1
"CS/DS degradation"	"CS/DS degradation"	14	14	4	0.285714285714286	0.0701754385964912	4	6	3	0	0.186661094921027	1
"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	7	7	2	0.285714285714286	0.087719298245614	5	5	4	0	0.191750048138923	1
"ERK/MAPK targets"	"ERK/MAPK targets"	21	21	6	0.285714285714286	0.12280701754386	7	8	3	0	0.171528074248823	1
"FGFR3b ligand binding and activation"	"FGFR3b ligand binding and activation"	7	7	2	0.285714285714286	0.105263157894737	6	6	5	0	0.191750048138923	1
"Homologous DNA pairing and strand exchange"	"Homologous DNA pairing and strand exchange"	7	7	2	0.285714285714286	0.0526315789473684	3	3	2	0	0.191750048138923	1
"Inositol transporters"	"Inositol transporters"	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"Interactions of Rev with host cellular proteins"	"Interactions of Rev with host cellular proteins"	35	35	10	0.285714285714286	0.105263157894737	6	11	2	0	0.140871771979214	1
"MEK activation"	"MEK activation"	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"Metabolism of non-coding RNA"	"Metabolism of non-coding RNA"	49	49	14	0.285714285714286	0.175438596491228	10	15	2	0	0.115279398187391	1
"Nectin/Necl  trans heterodimerization"	"Nectin/Necl  trans heterodimerization"	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"PP2A-mediated dephosphorylation of key metabolic factors"	"PP2A-mediated dephosphorylation of key metabolic factors"	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"Postsynaptic nicotinic acetylcholine receptors"	"Postsynaptic nicotinic acetylcholine receptors"	14	14	4	0.285714285714286	0.0701754385964912	4	4	1	0	0.186661094921027	1
"Presynaptic function of Kainate receptors"	"Presynaptic function of Kainate receptors"	21	21	6	0.285714285714286	0.12280701754386	7	7	2	0	0.171528074248823	1
"RAF phosphorylates MEK"	"RAF phosphorylates MEK"	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"RNA Polymerase III Transcription Initiation"	"RNA Polymerase III Transcription Initiation"	35	35	10	0.285714285714286	0.175438596491228	10	15	3	0	0.140871771979214	1
"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	14	14	4	0.285714285714286	0.192982456140351	11	11	5	0	0.186661094921027	1
"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	7	7	2	0.285714285714286	0.0701754385964912	4	5	4	0	0.191750048138923	1
"Signal attenuation"	"Signal attenuation"	14	14	4	0.285714285714286	0.087719298245614	5	6	3	0	0.186661094921027	1
"Transport of Mature mRNA Derived from an Intronless Transcript"	"Transport of Mature mRNA Derived from an Intronless Transcript"	35	35	10	0.285714285714286	0.105263157894737	6	11	2	0	0.140871771979214	1
"eNOS activation"	"eNOS activation"	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"regulation of FZD by ubiquitination"	"regulation of FZD by ubiquitination"	21	21	6	0.285714285714286	0.157894736842105	9	10	3	0	0.171528074248823	1
"snRNP Assembly"	"snRNP Assembly"	49	49	14	0.285714285714286	0.175438596491228	10	15	2	0	0.115279398187391	1
"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	53	53	15	0.283018867924528	0.350877192982456	20	24	3	0	0.117420752324749	1
"Degradation of the extracellular matrix"	"Degradation of the extracellular matrix"	89	89	25	0.280898876404494	0.385964912280702	22	35	3	0	0.0805701906792645	1
"Meiotic synapsis"	"Meiotic synapsis"	57	57	16	0.280701754385965	0.333333333333333	19	23	7	0	0.119129016156513	1
"Cellular response to hypoxia"	"Cellular response to hypoxia"	25	25	7	0.28	0.263157894736842	15	15	8	0	0.178575526461174	1
"Effects of PIP2 hydrolysis"	"Effects of PIP2 hydrolysis"	25	25	7	0.28	0.12280701754386	7	10	3	0	0.178575526461174	1
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen"	"Regulation of Hypoxia-inducible Factor (HIF) by oxygen"	25	25	7	0.28	0.263157894736842	15	15	8	0	0.178575526461174	1
"SHC-related events"	"SHC-related events"	25	25	7	0.28	0.140350877192982	8	9	3	0	0.178575526461174	1
"TRAF6 Mediated Induction of proinflammatory cytokines"	"TRAF6 Mediated Induction of proinflammatory cytokines"	75	75	21	0.28	0.298245614035088	17	26	3	0	0.0982218027900859	1
"Transport of Mature mRNA derived from an Intron-Containing Transcript"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"	50	50	14	0.28	0.140350877192982	8	15	2	0	0.132205548368339	1
"Signaling by Hedgehog"	"Signaling by Hedgehog"	136	136	38	0.279411764705882	0.473684210526316	27	44	3	0	0.0508189416505674	1
"Cytokine Signaling in Immune system"	"Cytokine Signaling in Immune system"	308	308	86	0.279220779220779	0.754385964912281	43	116	15	0	0.00848788101705433	0.754843158968422
"Vasopressin regulates renal water homeostasis via Aquaporins"	"Vasopressin regulates renal water homeostasis via Aquaporins"	43	43	12	0.27906976744186	0.210526315789474	12	14	3	0	0.147043230180575	1
"Signaling by NOTCH"	"Signaling by NOTCH"	122	122	34	0.278688524590164	0.56140350877193	32	58	8	0	0.0613926790312067	1
"Pre-NOTCH Processing in Golgi"	"Pre-NOTCH Processing in Golgi"	18	18	5	0.277777777777778	0.192982456140351	11	13	5	0	0.198463017404217	1
"Removal of DNA patch containing abasic residue"	"Removal of DNA patch containing abasic residue"	18	18	5	0.277777777777778	0.087719298245614	5	5	1	0	0.198463017404217	1
"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"	"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"	18	18	5	0.277777777777778	0.087719298245614	5	5	1	0	0.198463017404217	1
"Transport of Mature mRNAs Derived from Intronless Transcripts"	"Transport of Mature mRNAs Derived from Intronless Transcripts"	36	36	10	0.277777777777778	0.105263157894737	6	11	2	0	0.163971319898702	1
"NOTCH1 Intracellular Domain Regulates Transcription"	"NOTCH1 Intracellular Domain Regulates Transcription"	47	47	13	0.276595744680851	0.385964912280702	22	28	8	0	0.149022566675299	1
"HATs acetylate histones"	"HATs acetylate histones"	105	105	29	0.276190476190476	0.43859649122807	25	40	8	0	0.0823133701154233	1
"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"	"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"	29	29	8	0.275862068965517	0.140350877192982	8	10	3	0	0.183396709938527	1
"The role of Nef in HIV-1 replication and disease pathogenesis"	"The role of Nef in HIV-1 replication and disease pathogenesis"	29	29	8	0.275862068965517	0.192982456140351	11	11	3	0	0.183396709938527	1
"Hemostasis"	"Hemostasis"	497	497	137	0.275653923541247	0.947368421052632	54	206	22	0	0.00219909397980711	0.327642488046474
"Interactions of Vpr with host cellular proteins"	"Interactions of Vpr with host cellular proteins"	40	40	11	0.275	0.12280701754386	7	13	2	0	0.166463111127253	1
