"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"AUF1 (hnRNP D0) destabilizes mRNA"	"AUF1 (hnRNP D0) destabilizes mRNA"	54	54	51	0.944444444444444	0.459459459459459	136	318	55	0	0.0232896147746076	0.795262799955641
"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	18	18	17	0.944444444444444	0.202702702702703	60	78	15	0	0.0835333096498754	1
"Activation of SMO"	"Activation of SMO"	18	18	17	0.944444444444444	0.246621621621622	73	104	24	0	0.0835333096498754	1
"Dopamine Neurotransmitter Release Cycle"	"Dopamine Neurotransmitter Release Cycle"	18	18	17	0.944444444444444	0.429054054054054	127	161	86	0	0.0835333096498754	1
"Norepinephrine Neurotransmitter Release Cycle"	"Norepinephrine Neurotransmitter Release Cycle"	18	18	17	0.944444444444444	0.435810810810811	129	161	86	0	0.0835333096498754	1
"Post-chaperonin tubulin folding pathway"	"Post-chaperonin tubulin folding pathway"	18	18	17	0.944444444444444	0.182432432432432	54	67	12	0	0.0835333096498754	1
"Protein folding"	"Protein folding"	54	54	51	0.944444444444444	0.472972972972973	140	266	25	0	0.0232896147746076	0.795262799955641
"Removal of licensing factors from origins"	"Removal of licensing factors from origins"	72	72	68	0.944444444444444	0.523648648648649	155	346	55	0	0.0124867658464789	0.454886089334074
"Serotonin Neurotransmitter Release Cycle"	"Serotonin Neurotransmitter Release Cycle"	18	18	17	0.944444444444444	0.429054054054054	127	161	86	0	0.0835333096498754	1
"Synthesis of PIPs at the Golgi membrane"	"Synthesis of PIPs at the Golgi membrane"	18	18	17	0.944444444444444	0.216216216216216	64	87	14	0	0.0835333096498754	1
"Tie2 Signaling"	"Tie2 Signaling"	18	18	17	0.944444444444444	0.412162162162162	122	188	60	0	0.0835333096498754	1
"cGMP effects"	"cGMP effects"	18	18	17	0.944444444444444	0.351351351351351	104	201	60	0	0.0835333096498754	1
"Signaling by FGFR in disease"	"Signaling by FGFR in disease"	177	177	167	0.943502824858757	0.77027027027027	228	1226	82	0	0.000444536941456741	0.0183398479897641
"Bile acid and bile salt metabolism"	"Bile acid and bile salt metabolism"	35	35	33	0.942857142857143	0.27027027027027	80	143	15	0	0.0493399170424593	1
"Orc1 removal from chromatin"	"Orc1 removal from chromatin"	70	70	66	0.942857142857143	0.52027027027027	154	342	55	0	0.0152617760763121	0.549851721348114
"Switching of origins to a post-replicative state"	"Switching of origins to a post-replicative state"	70	70	66	0.942857142857143	0.52027027027027	154	342	55	0	0.0152617760763121	0.549851721348114
"Stabilization of p53"	"Stabilization of p53"	52	52	49	0.942307692307692	0.449324324324324	133	256	55	0	0.0287450269157592	0.897213569965404
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	52	52	49	0.942307692307692	0.435810810810811	129	246	55	0	0.0287450269157592	0.897213569965404
"p53-Independent DNA Damage Response"	"p53-Independent DNA Damage Response"	52	52	49	0.942307692307692	0.435810810810811	129	246	55	0	0.0287450269157592	0.897213569965404
"p53-Independent G1/S DNA damage checkpoint"	"p53-Independent G1/S DNA damage checkpoint"	52	52	49	0.942307692307692	0.435810810810811	129	246	55	0	0.0287450269157592	0.897213569965404
"Mitochondrial translation elongation"	"Mitochondrial translation elongation"	86	86	81	0.941860465116279	0.584459459459459	173	567	58	0	0.00995918888232783	0.375354503704239
"ABCA transporters in lipid homeostasis"	"ABCA transporters in lipid homeostasis"	17	17	16	0.941176470588235	0.128378378378378	38	50	10	0	0.0959020837868141	1
"Acetylcholine Neurotransmitter Release Cycle"	"Acetylcholine Neurotransmitter Release Cycle"	17	17	16	0.941176470588235	0.405405405405405	120	151	86	0	0.0959020837868141	1
"Activated point mutants of FGFR2"	"Activated point mutants of FGFR2"	17	17	16	0.941176470588235	0.375	111	235	82	0	0.0959020837868141	1
"Autodegradation of the E3 ubiquitin ligase COP1"	"Autodegradation of the E3 ubiquitin ligase COP1"	51	51	48	0.941176470588235	0.429054054054054	127	240	55	0	0.0319071328445077	0.965942268050104
"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"	"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"	17	17	16	0.941176470588235	0.135135135135135	40	51	11	0	0.0959020837868141	1
"Energy dependent regulation of mTOR by LKB1-AMPK"	"Energy dependent regulation of mTOR by LKB1-AMPK"	17	17	16	0.941176470588235	0.192567567567568	57	76	16	0	0.0959020837868141	1
"FGFR2 ligand binding and activation"	"FGFR2 ligand binding and activation"	17	17	16	0.941176470588235	0.375	111	235	82	0	0.0959020837868141	1
"G1/S-Specific Transcription"	"G1/S-Specific Transcription"	17	17	16	0.941176470588235	0.246621621621622	73	87	17	0	0.0959020837868141	1
"Metabolism of nitric oxide"	"Metabolism of nitric oxide"	17	17	16	0.941176470588235	0.226351351351351	67	91	13	0	0.0959020837868141	1
"Metabolism of porphyrins"	"Metabolism of porphyrins"	17	17	16	0.941176470588235	0.192567567567568	57	70	14	0	0.0959020837868141	1
"PKA activation in glucagon signalling"	"PKA activation in glucagon signalling"	17	17	16	0.941176470588235	0.290540540540541	86	107	31	0	0.0959020837868141	1
"Phosphorylation of the APC/C"	"Phosphorylation of the APC/C"	17	17	16	0.941176470588235	0.114864864864865	34	47	11	0	0.0959020837868141	1
"Signaling by FGFR2 mutants"	"Signaling by FGFR2 mutants"	17	17	16	0.941176470588235	0.375	111	235	82	0	0.0959020837868141	1
"eNOS activation and regulation"	"eNOS activation and regulation"	17	17	16	0.941176470588235	0.226351351351351	67	91	13	0	0.0959020837868141	1
"Ion channel transport"	"Ion channel transport"	167	167	157	0.940119760479042	0.672297297297297	199	1154	85	0	0.00108465410376701	0.0446078488543385
"CDK-mediated phosphorylation and removal of Cdc6"	"CDK-mediated phosphorylation and removal of Cdc6"	50	50	47	0.94	0.418918918918919	124	236	55	0	0.0353958181122058	1
"Regulation of Apoptosis"	"Regulation of Apoptosis"	50	50	47	0.94	0.422297297297297	125	281	55	0	0.0353958181122058	1
"Regulation of ornithine decarboxylase (ODC)"	"Regulation of ornithine decarboxylase (ODC)"	50	50	47	0.94	0.435810810810811	129	248	55	0	0.0353958181122058	1
"Ubiquitin-dependent degradation of Cyclin D"	"Ubiquitin-dependent degradation of Cyclin D"	50	50	47	0.94	0.537162162162162	159	310	80	0	0.0353958181122058	1
"Ubiquitin-dependent degradation of Cyclin D1"	"Ubiquitin-dependent degradation of Cyclin D1"	50	50	47	0.94	0.537162162162162	159	310	80	0	0.0353958181122058	1
"Signaling by Insulin receptor"	"Signaling by Insulin receptor"	116	116	109	0.939655172413793	0.695945945945946	206	956	82	0	0.00508257039076143	0.200213083911994
"Glucagon signaling in metabolic regulation"	"Glucagon signaling in metabolic regulation"	33	33	31	0.939393939393939	0.449324324324324	133	242	59	0	0.0619411000350171	1
"Hedgehog 'off' state"	"Hedgehog 'off' state"	99	99	93	0.939393939393939	0.591216216216216	175	486	55	0	0.00857368948576998	0.325009302989543
"Metabolism of steroid hormones and vitamin D"	"Metabolism of steroid hormones and vitamin D"	33	33	31	0.939393939393939	0.412162162162162	122	219	33	0	0.0619411000350171	1
"Negative regulators of RIG-I/MDA5 signaling"	"Negative regulators of RIG-I/MDA5 signaling"	33	33	31	0.939393939393939	0.293918918918919	87	124	13	0	0.0619411000350171	1
"Potassium Channels"	"Potassium Channels"	99	99	93	0.939393939393939	0.587837837837838	174	644	60	0	0.00857368948576998	0.325009302989543
"Steroid hormones"	"Steroid hormones"	33	33	31	0.939393939393939	0.412162162162162	122	219	33	0	0.0619411000350171	1
"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	49	49	46	0.938775510204082	0.418918918918919	124	279	55	0	0.0392415942548661	1
"Signaling by FGFR"	"Signaling by FGFR"	162	162	152	0.938271604938272	0.753378378378378	223	1122	82	0	0.00167485312765603	0.0686646455174402
"APC/C:Cdc20 mediated degradation of Securin"	"APC/C:Cdc20 mediated degradation of Securin"	64	64	60	0.9375	0.442567567567568	131	274	55	0	0.0275145012376806	0.873396737710644
"Activation of Matrix Metalloproteinases"	"Activation of Matrix Metalloproteinases"	32	32	30	0.9375	0.266891891891892	79	229	24	0	0.0693348025132965	1
"Amine-derived hormones"	"Amine-derived hormones"	16	16	15	0.9375	0.206081081081081	61	74	18	0	0.110100161018632	1
"CD28 co-stimulation"	"CD28 co-stimulation"	32	32	30	0.9375	0.445945945945946	132	266	60	0	0.0693348025132965	1
"Chaperonin-mediated protein folding"	"Chaperonin-mediated protein folding"	48	48	45	0.9375	0.442567567567568	131	239	25	0	0.0434773241844946	1
"DNA methylation"	"DNA methylation"	32	32	30	0.9375	0.128378378378378	38	98	10	0	0.0693348025132965	1
"ER-Phagosome pathway"	"ER-Phagosome pathway"	64	64	60	0.9375	0.47972972972973	142	315	55	0	0.0275145012376806	0.873396737710644
"Keratan sulfate/keratin metabolism"	"Keratan sulfate/keratin metabolism"	32	32	30	0.9375	0.364864864864865	108	189	35	0	0.0693348025132965	1
"Nucleotide-like (purinergic) receptors"	"Nucleotide-like (purinergic) receptors"	16	16	15	0.9375	0.246621621621622	73	240	44	0	0.110100161018632	1
"Regulation of beta-cell development"	"Regulation of beta-cell development"	32	32	30	0.9375	0.452702702702703	134	258	56	0	0.0693348025132965	1
"STING mediated induction of host immune responses"	"STING mediated induction of host immune responses"	16	16	15	0.9375	0.172297297297297	51	66	16	0	0.110100161018632	1
"Sphingolipid de novo biosynthesis"	"Sphingolipid de novo biosynthesis"	32	32	30	0.9375	0.391891891891892	116	175	44	0	0.0693348025132965	1
"Spry regulation of FGF signaling"	"Spry regulation of FGF signaling"	16	16	15	0.9375	0.168918918918919	50	60	15	0	0.110100161018632	1
"TGF-beta receptor signaling activates SMADs"	"TGF-beta receptor signaling activates SMADs"	32	32	30	0.9375	0.300675675675676	89	144	23	0	0.0693348025132965	1
"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	16	16	15	0.9375	0.168918918918919	50	66	19	0	0.110100161018632	1
"Thrombin signalling through proteinase activated receptors (PARs)"	"Thrombin signalling through proteinase activated receptors (PARs)"	32	32	30	0.9375	0.39527027027027	117	212	59	0	0.0693348025132965	1
"VEGFR2 mediated cell proliferation"	"VEGFR2 mediated cell proliferation"	32	32	30	0.9375	0.293918918918919	87	122	18	0	0.0693348025132965	1
"p75NTR signals via NF-kB"	"p75NTR signals via NF-kB"	16	16	15	0.9375	0.39527027027027	117	143	57	0	0.110100161018632	1
"Asymmetric localization of PCP proteins"	"Asymmetric localization of PCP proteins"	63	63	59	0.936507936507937	0.516891891891892	153	345	55	0	0.0302939775613488	0.93441021950693
"Packaging Of Telomere Ends"	"Packaging Of Telomere Ends"	31	31	29	0.935483870967742	0.165540540540541	49	104	15	0	0.0775579437501985	1
"IGF1R signaling cascade"	"IGF1R signaling cascade"	92	92	86	0.934782608695652	0.672297297297297	199	798	82	0	0.0161229365731363	0.572985278079177
"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	92	92	86	0.934782608695652	0.672297297297297	199	798	82	0	0.0161229365731363	0.572985278079177
"Mitotic Prophase"	"Mitotic Prophase"	106	106	99	0.933962264150943	0.537162162162162	159	491	43	0	0.0122797238062186	0.448593223696541
"Association of licensing factors with the pre-replicative complex"	"Association of licensing factors with the pre-replicative complex"	15	15	14	0.933333333333333	0.185810810810811	55	66	14	0	0.12639777303556	1
"Autodegradation of Cdh1 by Cdh1:APC/C"	"Autodegradation of Cdh1 by Cdh1:APC/C"	60	60	56	0.933333333333333	0.429054054054054	127	259	55	0	0.0402834661101575	1
"Constitutive Signaling by EGFRvIII"	"Constitutive Signaling by EGFRvIII"	15	15	14	0.933333333333333	0.375	111	138	60	0	0.12639777303556	1
"Depolymerisation of the Nuclear Lamina"	"Depolymerisation of the Nuclear Lamina"	15	15	14	0.933333333333333	0.172297297297297	51	62	15	0	0.12639777303556	1
"Fatty acids"	"Fatty acids"	15	15	14	0.933333333333333	0.0304054054054054	9	33	4	0	0.12639777303556	1
"Glycogen synthesis"	"Glycogen synthesis"	15	15	14	0.933333333333333	0.253378378378378	75	96	42	0	0.12639777303556	1
"MAPK targets/ Nuclear events mediated by MAP kinases"	"MAPK targets/ Nuclear events mediated by MAP kinases"	30	30	28	0.933333333333333	0.293918918918919	87	139	15	0	0.0866938769049286	1
"Mitotic G1-G1/S phases"	"Mitotic G1-G1/S phases"	135	135	126	0.933333333333333	0.810810810810811	240	966	83	0	0.00654213051376606	0.251644488932162
"NRIF signals cell death from the nucleus"	"NRIF signals cell death from the nucleus"	15	15	14	0.933333333333333	0.148648648648649	44	59	9	0	0.12639777303556	1
"RMTs methylate histone arginines"	"RMTs methylate histone arginines"	45	45	42	0.933333333333333	0.527027027027027	156	331	80	0	0.0588901371328656	1
"RNA Polymerase I Promoter Opening"	"RNA Polymerase I Promoter Opening"	30	30	28	0.933333333333333	0.111486486486486	33	91	10	0	0.0866938769049286	1
"Regulation of DNA replication"	"Regulation of DNA replication"	75	75	70	0.933333333333333	0.547297297297297	162	363	55	0	0.0277501966377094	0.874510654388429
"Synthesis of bile acids and bile salts via 27-hydroxycholesterol"	"Synthesis of bile acids and bile salts via 27-hydroxycholesterol"	15	15	14	0.933333333333333	0.138513513513514	41	68	13	0	0.12639777303556	1
"mRNA decay by 5' to 3' exoribonuclease"	"mRNA decay by 5' to 3' exoribonuclease"	15	15	14	0.933333333333333	0.280405405405405	83	106	34	0	0.12639777303556	1
"p130Cas linkage to MAPK signaling for integrins"	"p130Cas linkage to MAPK signaling for integrins"	15	15	14	0.933333333333333	0.283783783783784	84	108	34	0	0.12639777303556	1
"DAP12 signaling"	"DAP12 signaling"	164	164	153	0.932926829268293	0.756756756756757	224	1130	82	0	0.00349874838770603	0.140359640784941
"Downstream signaling of activated FGFR"	"Downstream signaling of activated FGFR"	149	149	139	0.932885906040268	0.743243243243243	220	1071	82	0	0.00498146739934857	0.196823266668169
"IRS-related events triggered by IGF1R"	"IRS-related events triggered by IGF1R"	89	89	83	0.932584269662921	0.672297297297297	199	785	82	0	0.020977462446008	0.727710663478185
"Signaling by ERBB2"	"Signaling by ERBB2"	163	163	152	0.932515337423313	0.763513513513513	226	1132	82	0	0.00379236763708346	0.151211118157082
"IRS-related events"	"IRS-related events"	88	88	82	0.931818181818182	0.668918918918919	198	785	82	0	0.0228767908199725	0.785726508760043
"Downstream signal transduction"	"Downstream signal transduction"	161	161	150	0.93167701863354	0.75	222	1141	82	0	0.0044508213386506	0.176925894661255
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	73	73	68	0.931506849315068	0.449324324324324	133	289	55	0	0.0331945641855461	1
"Association of TriC/CCT with target proteins during biosynthesis"	"Association of TriC/CCT with target proteins during biosynthesis"	29	29	27	0.931034482758621	0.358108108108108	106	169	25	0	0.0968324491717764	1
"DNA Damage/Telomere Stress Induced Senescence"	"DNA Damage/Telomere Stress Induced Senescence"	58	58	54	0.931034482758621	0.277027027027027	82	214	16	0	0.048553718725233	1
"Defective AMN causes hereditary megaloblastic anemia 1"	"Defective AMN causes hereditary megaloblastic anemia 1"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective BTD causes biotidinase deficiency"	"Defective BTD causes biotidinase deficiency"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective CD320 causes methylmalonic aciduria"	"Defective CD320 causes methylmalonic aciduria"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective CUBN causes hereditary megaloblastic anemia 1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective GIF causes intrinsic factor deficiency"	"Defective GIF causes intrinsic factor deficiency"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective HLCS causes multiple carboxylase deficiency"	"Defective HLCS causes multiple carboxylase deficiency"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective MMAA causes methylmalonic aciduria type cblA"	"Defective MMAA causes methylmalonic aciduria type cblA"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective MMAB causes methylmalonic aciduria type cblB"	"Defective MMAB causes methylmalonic aciduria type cblB"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective MUT causes methylmalonic aciduria mut type"	"Defective MUT causes methylmalonic aciduria mut type"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defective TCN2 causes hereditary megaloblastic anemia"	"Defective TCN2 causes hereditary megaloblastic anemia"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defects in biotin (Btn) metabolism"	"Defects in biotin (Btn) metabolism"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defects in cobalamin (B12) metabolism"	"Defects in cobalamin (B12) metabolism"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Defects in vitamin and cofactor metabolism"	"Defects in vitamin and cofactor metabolism"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Hh ligand biogenesis disease"	"Hh ligand biogenesis disease"	58	58	54	0.931034482758621	0.476351351351351	141	278	55	0	0.048553718725233	1
"Metabolism of vitamins and cofactors"	"Metabolism of vitamins and cofactors"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Metabolism of water-soluble vitamins and cofactors"	"Metabolism of water-soluble vitamins and cofactors"	87	87	81	0.931034482758621	0.597972972972973	177	492	60	0	0.0249344458578333	0.801221230366137
"Regulation of Glucokinase by Glucokinase Regulatory Protein"	"Regulation of Glucokinase by Glucokinase Regulatory Protein"	29	29	27	0.931034482758621	0.273648648648649	81	112	16	0	0.0968324491717764	1
"SHC-mediated cascade"	"SHC-mediated cascade"	29	29	27	0.931034482758621	0.466216216216216	138	385	82	0	0.0968324491717764	1
"YAP1- and WWTR1 (TAZ)-stimulated gene expression"	"YAP1- and WWTR1 (TAZ)-stimulated gene expression"	29	29	27	0.931034482758621	0.513513513513513	152	263	60	0	0.0968324491717764	1
"APC/C:Cdc20 mediated degradation of mitotic proteins"	"APC/C:Cdc20 mediated degradation of mitotic proteins"	72	72	67	0.930555555555556	0.445945945945946	132	287	55	0	0.0362719425134002	1
"Ion transport by P-type ATPases"	"Ion transport by P-type ATPases"	43	43	40	0.930232558139535	0.381756756756757	113	270	59	0	0.0718314803285672	1
"Mitochondrial translation initiation"	"Mitochondrial translation initiation"	86	86	80	0.930232558139535	0.581081081081081	172	525	58	0	0.0271620381332701	0.866414345992202
"Mitochondrial translation termination"	"Mitochondrial translation termination"	86	86	80	0.930232558139535	0.581081081081081	172	528	58	0	0.0271620381332701	0.866414345992202
"Pyruvate metabolism and Citric Acid (TCA) cycle"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	43	43	40	0.930232558139535	0.412162162162162	122	244	26	0	0.0718314803285672	1
"Vasopressin regulates renal water homeostasis via Aquaporins"	"Vasopressin regulates renal water homeostasis via Aquaporins"	43	43	40	0.930232558139535	0.506756756756757	150	299	59	0	0.0718314803285672	1
"Pre-NOTCH Expression and Processing"	"Pre-NOTCH Expression and Processing"	57	57	53	0.929824561403509	0.587837837837838	174	377	80	0	0.0532502049217725	1
"Hedgehog 'on' state"	"Hedgehog 'on' state"	85	85	79	0.929411764705882	0.550675675675676	163	404	55	0	0.0295718450862449	0.914292572939386
"IRS-mediated signalling"	"IRS-mediated signalling"	85	85	79	0.929411764705882	0.665540540540541	197	772	82	0	0.0295718450862449	0.914292572939386
"Signaling by PDGF"	"Signaling by PDGF"	184	184	171	0.929347826086957	0.760135135135135	225	1256	82	0	0.00378200307968446	0.151211118157082
"Signaling by VEGF"	"Signaling by VEGF"	113	113	105	0.929203539823009	0.658783783783784	195	634	60	0	0.0166351985075726	0.589588166505355
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	70	70	65	0.928571428571429	0.445945945945946	132	285	55	0	0.0432270161712609	1
"Activation of Rac"	"Activation of Rac"	14	14	13	0.928571428571429	0.337837837837838	100	147	51	0	0.145105024447907	1
"FGFR1 ligand binding and activation"	"FGFR1 ligand binding and activation"	14	14	13	0.928571428571429	0.415540540540541	123	261	82	0	0.145105024447907	1
"G-protein activation"	"G-protein activation"	28	28	26	0.928571428571429	0.351351351351351	104	186	59	0	0.10807009973277	1
"Golgi Cisternae Pericentriolar Stack Reorganization"	"Golgi Cisternae Pericentriolar Stack Reorganization"	14	14	13	0.928571428571429	0.179054054054054	53	67	18	0	0.145105024447907	1
"Interleukin receptor SHC signaling"	"Interleukin receptor SHC signaling"	28	28	26	0.928571428571429	0.408783783783784	121	242	60	0	0.10807009973277	1
"Leading Strand Synthesis"	"Leading Strand Synthesis"	14	14	13	0.928571428571429	0.351351351351351	104	142	55	0	0.145105024447907	1
"Loss of Function of SMAD2/3 in Cancer"	"Loss of Function of SMAD2/3 in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"Loss of Function of SMAD4 in Cancer"	"Loss of Function of SMAD4 in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"Loss of Function of TGFBR1 in Cancer"	"Loss of Function of TGFBR1 in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"Loss of Function of TGFBR2 in Cancer"	"Loss of Function of TGFBR2 in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"NCAM signaling for neurite out-growth"	"NCAM signaling for neurite out-growth"	70	70	65	0.928571428571429	0.560810810810811	166	357	34	0	0.0432270161712609	1
"PKB-mediated events"	"PKB-mediated events"	28	28	26	0.928571428571429	0.408783783783784	121	181	55	0	0.10807009973277	1
"Polymerase switching"	"Polymerase switching"	14	14	13	0.928571428571429	0.351351351351351	104	142	55	0	0.145105024447907	1
"Polymerase switching on the C-strand of the telomere"	"Polymerase switching on the C-strand of the telomere"	14	14	13	0.928571428571429	0.351351351351351	104	142	55	0	0.145105024447907	1
"Regulation of AMPK activity via LKB1"	"Regulation of AMPK activity via LKB1"	14	14	13	0.928571428571429	0.172297297297297	51	64	16	0	0.145105024447907	1
"SMAD2/3 MH2 Domain Mutants in Cancer"	"SMAD2/3 MH2 Domain Mutants in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"SMAD4 MH2 Domain Mutants in Cancer"	"SMAD4 MH2 Domain Mutants in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"Signal attenuation"	"Signal attenuation"	14	14	13	0.928571428571429	0.135135135135135	40	52	8	0	0.145105024447907	1
"Signaling by TGF-beta Receptor Complex"	"Signaling by TGF-beta Receptor Complex"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"Signaling by TGF-beta Receptor Complex in Cancer"	"Signaling by TGF-beta Receptor Complex in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"Stimuli-sensing channels"	"Stimuli-sensing channels"	98	98	91	0.928571428571429	0.64527027027027	191	614	85	0	0.0240477039863521	0.801221230366137
"TGFBR1 KD Mutants in Cancer"	"TGFBR1 KD Mutants in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"TGFBR1 LBD Mutants in Cancer"	"TGFBR1 LBD Mutants in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"TGFBR2 Kinase Domain Mutants in Cancer"	"TGFBR2 Kinase Domain Mutants in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"TGFBR2 MSI Frameshift Mutants in Cancer"	"TGFBR2 MSI Frameshift Mutants in Cancer"	70	70	65	0.928571428571429	0.685810810810811	203	550	79	0	0.0432270161712609	1
"TRAF3-dependent IRF activation pathway"	"TRAF3-dependent IRF activation pathway"	14	14	13	0.928571428571429	0.219594594594595	65	81	24	0	0.145105024447907	1
"Triglyceride Biosynthesis"	"Triglyceride Biosynthesis"	42	42	39	0.928571428571429	0.456081081081081	135	234	31	0	0.0792394462307694	1
"tRNA Aminoacylation"	"tRNA Aminoacylation"	42	42	39	0.928571428571429	0.35472972972973	105	181	16	0	0.0792394462307694	1
"Peptide hormone metabolism"	"Peptide hormone metabolism"	83	83	77	0.927710843373494	0.550675675675676	163	534	49	0	0.0349906415083165	1
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	69	69	64	0.927536231884058	0.445945945945946	132	282	55	0	0.0471436545969872	1
"Condensation of Prophase Chromosomes"	"Condensation of Prophase Chromosomes"	41	41	38	0.926829268292683	0.300675675675676	89	183	43	0	0.0873395907782534	1
"EPHB-mediated forward signaling"	"EPHB-mediated forward signaling"	41	41	38	0.926829268292683	0.510135135135135	151	318	55	0	0.0873395907782534	1
"G1/S Transition"	"G1/S Transition"	109	109	101	0.926605504587156	0.682432432432432	202	587	55	0	0.0228901819304448	0.785726508760043
"PI3K Cascade"	"PI3K Cascade"	68	68	63	0.926470588235294	0.618243243243243	183	692	82	0	0.0513806563145431	1
