"path_id"	"full_path_length.x"	"testable_path_length.x"	"drug_targeted_genes"	"proportion_drug_targeted"	"full_path_length.y"	"testable_path_length.y"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"456"	"IRF3-mediated induction of type I IFN"	13	13	2	0.153846153846154	13	13	5	0.384615384615385	0.0701754385964912	4	5	1	0	0.0499792897507996	1
"3"	"Signalling to ERK5"	2	2	2	1	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"29"	"Activation of CaMK IV"	2	2	1	0.5	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"39"	"Stimulation of the cell death response by PAK-2p34"	2	2	1	0.5	2	2	1	0.5	0.0175438596491228	1	1	1	0	0.0501917319040617	1
"389"	"Signaling by Hedgehog"	136	136	26	0.191176470588235	136	136	38	0.279411764705882	0.473684210526316	27	44	3	0	0.0508189416505674	1
"628"	"Acetylcholine regulates insulin secretion"	10	10	1	0.1	10	10	4	0.4	0.12280701754386	7	7	3	0	0.0513397862645559	1
"639"	"Purine catabolism"	10	10	1	0.1	10	10	4	0.4	0.0701754385964912	4	4	1	0	0.0513397862645559	1
"51"	"GRB2 events in ERBB2 signaling"	30	30	14	0.466666666666667	30	30	10	0.333333333333333	0.228070175438596	13	14	3	0	0.0541845805806396	1
"838"	"Molecules associated with elastic fibres"	30	30	1	0.0333333333333333	30	30	10	0.333333333333333	0.192982456140351	11	12	3	0	0.0541845805806396	1
"410"	"Innate Immune System"	618	618	107	0.173139158576052	618	618	154	0.249190938511327	0.894736842105263	51	231	15	0	0.0547963865190428	1
"754"	"Generic Transcription Pathway"	483	483	26	0.0538302277432712	483	483	122	0.252587991718426	0.754385964912281	43	158	5	0	0.0553302165328076	1
"688"	"Fatty acid, triacylglycerol, and ketone body metabolism"	181	181	14	0.0773480662983425	181	181	49	0.270718232044199	0.491228070175439	28	67	8	0	0.0558407274018424	1
"174"	"Constitutive PI3K/AKT Signaling in Cancer"	86	86	28	0.325581395348837	86	86	25	0.290697674418605	0.596491228070175	34	51	15	0	0.0561059581903031	1
"464"	"Syndecan interactions"	20	20	3	0.15	20	20	7	0.35	0.12280701754386	7	9	3	0	0.0587880514625483	1
"33"	"MAP kinase activation in TLR cascade"	56	56	28	0.5	56	56	17	0.303571428571429	0.245614035087719	14	20	3	0	0.0597562473486083	1
"200"	"Recycling pathway of L1"	27	27	8	0.296296296296296	27	27	9	0.333333333333333	0.140350877192982	8	11	3	0	0.0608823085660001	1
"376"	"Signaling by FGFR mutants"	45	45	9	0.2	45	45	14	0.311111111111111	0.43859649122807	25	36	15	0	0.0611532052834265	1
"717"	"RMTs methylate histone arginines"	45	45	3	0.0666666666666667	45	45	14	0.311111111111111	0.263157894736842	15	17	2	0	0.0611532052834265	1
"511"	"Signaling by NOTCH"	122	122	17	0.139344262295082	122	122	34	0.278688524590164	0.56140350877193	32	58	8	0	0.0613926790312067	1
"561"	"Butyrate Response Factor 1 (BRF1) destabilizes mRNA"	17	17	2	0.117647058823529	17	17	6	0.352941176470588	0.105263157894737	6	7	2	0	0.0650081796982021	1
"101"	"NOD1/2 Signaling Pathway"	31	31	12	0.387096774193548	31	31	10	0.32258064516129	0.245614035087719	14	17	6	0	0.0675861746451366	1
"782"	"Neurotransmitter Release Cycle"	42	42	2	0.0476190476190476	42	42	13	0.30952380952381	0.210526315789474	12	16	3	0	0.0690249407490229	1
"785"	"Transcriptional regulation of pluripotent stem cells"	42	42	2	0.0476190476190476	42	42	13	0.30952380952381	0.228070175438596	13	16	3	0	0.0690249407490229	1
"71"	"Uptake and function of anthrax toxins"	14	14	6	0.428571428571429	14	14	5	0.357142857142857	0.087719298245614	5	5	1	0	0.0713534507904434	1
"479"	"Regulation of IFNG signaling"	14	14	2	0.142857142857143	14	14	5	0.357142857142857	0.12280701754386	7	7	2	0	0.0713534507904434	1
"598"	"G alpha (z) signalling events"	46	46	5	0.108695652173913	46	46	14	0.304347826086957	0.245614035087719	14	18	3	0	0.0726595166421304	1
"26"	"SOS-mediated signalling"	21	21	11	0.523809523809524	21	21	7	0.333333333333333	0.12280701754386	7	9	3	0	0.0769609107909937	1
"130"	"Interleukin-6 signaling"	11	11	4	0.363636363636364	11	11	4	0.363636363636364	0.12280701754386	7	7	3	0	0.0772018564371184	1
"131"	"Interleukin-7 signaling"	11	11	4	0.363636363636364	11	11	4	0.363636363636364	0.087719298245614	5	5	2	0	0.0772018564371184	1
"132"	"Transport of organic anions"	11	11	4	0.363636363636364	11	11	4	0.363636363636364	0.0526315789473684	3	5	2	0	0.0772018564371184	1
"401"	"Recruitment of NuMA to mitotic centrosomes"	11	11	2	0.181818181818182	11	11	4	0.363636363636364	0.0701754385964912	4	6	3	0	0.0772018564371184	1
"1"	"Abacavir transmembrane transport"	5	5	5	1	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"87"	"GRB7 events in ERBB2 signaling"	5	5	2	0.4	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"372"	"Nicotinamide salvaging"	5	5	1	0.2	5	5	2	0.4	0.0350877192982456	2	2	1	0	0.078025807954748	1
"687"	"Degradation of the extracellular matrix"	89	89	7	0.0786516853932584	89	89	25	0.280898876404494	0.385964912280702	22	35	3	0	0.0805701906792645	1
"115"	"Negative regulation of the PI3K/AKT network"	8	8	3	0.375	8	8	3	0.375	0.105263157894737	6	6	4	0	0.0809657659887825	1
"533"	"ChREBP activates metabolic gene expression"	8	8	1	0.125	8	8	3	0.375	0.0701754385964912	4	4	2	0	0.0809657659887825	1
"541"	"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	8	8	1	0.125	8	8	3	0.375	0.0526315789473684	3	3	1	0	0.0809657659887825	1
"22"	"VEGFR2 mediated cell proliferation"	32	32	17	0.53125	32	32	10	0.3125	0.228070175438596	13	16	3	0	0.0829468701577465	1
"538"	"Oncogene Induced Senescence"	32	32	4	0.125	32	32	10	0.3125	0.228070175438596	13	15	3	0	0.0829468701577465	1
"46"	"SHC-related events triggered by IGF1R"	25	25	12	0.48	25	25	8	0.32	0.157894736842105	9	10	3	0	0.0864901257980396	1
"368"	"G0 and Early G1"	25	25	5	0.2	25	25	8	0.32	0.157894736842105	9	10	3	0	0.0864901257980396	1
"321"	"Tie2 Signaling"	18	18	4	0.222222222222222	18	18	6	0.333333333333333	0.333333333333333	19	21	15	0	0.086524599742771	1
"862"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	36	36	1	0.0277777777777778	36	36	11	0.305555555555556	0.192982456140351	11	13	2	0	0.0883727994349249	1
"283"	"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	51	51	13	0.254901960784314	51	51	15	0.294117647058824	0.315789473684211	18	23	6	0	0.0883998411331199	1
"532"	"Activation of gene expression by SREBF (SREBP)"	40	40	5	0.125	40	40	12	0.3	0.280701754385965	16	17	3	0	0.0928722898154934	1
"699"	"Interferon Signaling"	196	196	15	0.076530612244898	196	196	51	0.260204081632653	0.508771929824561	29	60	3	0	0.0958499942078597	1
"53"	"Recycling of bile acids and salts"	15	15	7	0.466666666666667	15	15	5	0.333333333333333	0.087719298245614	5	6	2	0	0.0971640761341017	1
"712"	"HDL-mediated lipid transport"	15	15	1	0.0666666666666667	15	15	5	0.333333333333333	0.105263157894737	6	6	2	0	0.0971640761341017	1
"38"	"SHC-mediated signalling"	22	22	11	0.5	22	22	7	0.318181818181818	0.140350877192982	8	9	3	0	0.0981235756226206	1
"77"	"TRAF6 Mediated Induction of proinflammatory cytokines"	75	75	31	0.413333333333333	75	75	21	0.28	0.298245614035088	17	26	3	0	0.0982218027900859	1
"158"	"G beta:gamma signalling through PI3Kgamma"	48	48	16	0.333333333333333	48	48	14	0.291666666666667	0.403508771929825	23	30	15	0	0.0997082765062114	1
"552"	"Cell surface interactions at the vascular wall"	99	99	12	0.121212121212121	99	99	27	0.272727272727273	0.56140350877193	32	46	15	0	0.10070305588335	1
"520"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	37	37	5	0.135135135135135	37	37	11	0.297297297297297	0.298245614035088	17	22	8	0	0.105284173532088	1
"72"	"Signaling by Leptin"	26	26	11	0.423076923076923	26	26	8	0.307692307692308	0.175438596491228	10	12	3	0	0.107096141039777	1
"311"	"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"	26	26	6	0.230769230769231	26	26	8	0.307692307692308	0.175438596491228	10	11	2	0	0.107096141039777	1
"30"	"CD28 dependent Vav1 pathway"	12	12	6	0.5	12	12	4	0.333333333333333	0.0526315789473684	3	4	1	0	0.108748830486196	1
"427"	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	12	12	2	0.166666666666667	12	12	4	0.333333333333333	0.12280701754386	7	7	4	0	0.108748830486196	1
"770"	"Resolution of Sister Chromatid Cohesion"	100	100	5	0.05	100	100	27	0.27	0.333333333333333	19	29	2	0	0.111232451668496	1
"224"	"IGF1R signaling cascade"	92	92	26	0.282608695652174	92	92	25	0.271739130434783	0.526315789473684	30	51	15	0	0.111384758521367	1
"226"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	92	92	26	0.282608695652174	92	92	25	0.271739130434783	0.526315789473684	30	51	15	0	0.111384758521367	1
"363"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	45	45	9	0.2	45	45	13	0.288888888888889	0.210526315789474	12	18	3	0	0.112619524839517	1
"377"	"Signaling by FGFR1 mutants"	30	30	6	0.2	30	30	9	0.3	0.368421052631579	21	27	15	0	0.114105472630194	1
"636"	"Inactivation, recovery and regulation of the phototransduction cascade"	30	30	3	0.1	30	30	9	0.3	0.157894736842105	9	11	3	0	0.114105472630194	1
"898"	"Glycogen storage diseases"	257	257	5	0.0194552529182879	257	257	65	0.252918287937743	0.614035087719298	35	70	3	0	0.115351429629	1
"899"	"Metabolism of carbohydrates"	257	257	5	0.0194552529182879	257	257	65	0.252918287937743	0.614035087719298	35	70	3	0	0.115351429629	1
"900"	"Myoclonic epilepsy of Lafora"	257	257	5	0.0194552529182879	257	257	65	0.252918287937743	0.614035087719298	35	70	3	0	0.115351429629	1
"650"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	53	53	5	0.0943396226415094	53	53	15	0.283018867924528	0.350877192982456	20	24	3	0	0.117420752324749	1
"24"	"Signalling to RAS"	34	34	18	0.529411764705882	34	34	10	0.294117647058824	0.210526315789474	12	13	3	0	0.119618330035802	1
"59"	"EGFR Transactivation by Gastrin"	9	9	4	0.444444444444444	9	9	3	0.333333333333333	0.105263157894737	6	6	3	0	0.120658017255798	1
"592"	"Removal of aminoterminal propeptides from gamma-carboxylated proteins"	9	9	1	0.111111111111111	9	9	3	0.333333333333333	0.0701754385964912	4	4	2	0	0.120658017255798	1
"27"	"ARMS-mediated activation"	23	23	12	0.521739130434783	23	23	7	0.304347826086957	0.140350877192982	8	9	3	0	0.122219365218531	1
"186"	"Endogenous sterols"	23	23	7	0.304347826086957	23	23	7	0.304347826086957	0.105263157894737	6	9	2	0	0.122219365218531	1
"525"	"Double-Strand Break Repair"	23	23	3	0.130434782608696	23	23	7	0.304347826086957	0.12280701754386	7	8	2	0	0.122219365218531	1
"526"	"Downregulation of SMAD2/3:SMAD4 transcriptional activity"	23	23	3	0.130434782608696	23	23	7	0.304347826086957	0.140350877192982	8	9	2	0	0.122219365218531	1
"206"	"IRS-related events triggered by IGF1R"	89	89	26	0.292134831460674	89	89	24	0.269662921348315	0.508771929824561	29	50	15	0	0.123310887246088	1
"394"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	16	16	3	0.1875	16	16	5	0.3125	0.087719298245614	5	6	2	0	0.127217729698645	1
"537"	"Metabolism of Angiotensinogen to Angiotensins"	16	16	2	0.125	16	16	5	0.3125	0.105263157894737	6	7	2	0	0.127217729698645	1
"731"	"TRAF6 mediated induction of TAK1 complex"	16	16	1	0.0625	16	16	5	0.3125	0.087719298245614	5	6	2	0	0.127217729698645	1
"12"	"Formation of apoptosome"	3	3	2	0.666666666666667	3	3	1	0.333333333333333	0.0175438596491228	1	1	1	0	0.12810108951422	1
"154"	"CaMK IV-mediated phosphorylation of CREB"	3	3	1	0.333333333333333	3	3	1	0.333333333333333	0.0175438596491228	1	1	1	0	0.12810108951422	1
"159"	"Inhibition of TSC complex formation by PKB"	3	3	1	0.333333333333333	3	3	1	0.333333333333333	0.0175438596491228	1	1	1	0	0.12810108951422	1
"160"	"Interactions of Tat with host cellular proteins"	3	3	1	0.333333333333333	3	3	1	0.333333333333333	0.0175438596491228	1	1	1	0	0.12810108951422	1
"162"	"Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha"	3	3	1	0.333333333333333	3	3	1	0.333333333333333	0.0175438596491228	1	1	1	0	0.12810108951422	1
"164"	"Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes"	3	3	1	0.333333333333333	3	3	1	0.333333333333333	0.0175438596491228	1	1	1	0	0.12810108951422	1
"166"	"Signalling to STAT3"	3	3	1	0.333333333333333	3	3	1	0.333333333333333	0.0526315789473684	3	3	3	0	0.12810108951422	1
"168"	"The NLRP1 inflammasome"	3	3	1	0.333333333333333	3	3	1	0.333333333333333	0.0350877192982456	2	2	2	0	0.12810108951422	1
"2"	"RSK activation"	6	6	6	1	6	6	2	0.333333333333333	0.0526315789473684	3	4	3	0	0.130573822219949	1
"161"	"Klotho-mediated ligand binding"	6	6	2	0.333333333333333	6	6	2	0.333333333333333	0.0350877192982456	2	2	1	0	0.130573822219949	1
"428"	"Nonhomologous End-joining (NHEJ)"	6	6	1	0.166666666666667	6	6	2	0.333333333333333	0.0350877192982456	2	2	1	0	0.130573822219949	1
"435"	"Synthesis of 15-eicosatetraenoic acid derivatives"	6	6	1	0.166666666666667	6	6	2	0.333333333333333	0.0350877192982456	2	2	1	0	0.130573822219949	1
"668"	"Orphan transporters"	114	114	10	0.087719298245614	114	114	30	0.263157894736842	0.385964912280702	22	39	3	0	0.13197166335817	1
"643"	"The phototransduction cascade"	31	31	3	0.0967741935483871	31	31	9	0.290322580645161	0.157894736842105	9	11	3	0	0.136257519289745	1
"95"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	86	86	34	0.395348837209302	86	86	23	0.267441860465116	0.298245614035088	17	28	3	0	0.136491187298636	1
"768"	"Fatty Acyl-CoA Biosynthesis"	20	20	1	0.05	20	20	6	0.3	0.12280701754386	7	7	2	0	0.140005686429546	1
"346"	"Fcgamma receptor (FCGR) dependent phagocytosis"	119	119	25	0.210084033613445	119	119	31	0.260504201680672	0.578947368421053	33	58	15	0	0.14253214543934	1
"104"	"Downregulation of ERBB2:ERBB3 signaling"	13	13	5	0.384615384615385	13	13	4	0.307692307692308	0.0701754385964912	4	4	1	0	0.145479793445819	1
"308"	"Organic cation/anion/zwitterion transport"	13	13	3	0.230769230769231	13	13	4	0.307692307692308	0.105263157894737	6	6	2	0	0.145479793445819	1
"458"	"Platelet Adhesion to exposed collagen"	13	13	2	0.153846153846154	13	13	4	0.307692307692308	0.0701754385964912	4	5	2	0	0.145479793445819	1
"956"	"Processing of Capped Intron-Containing Pre-mRNA"	144	144	1	0.00694444444444444	144	144	37	0.256944444444444	0.385964912280702	22	42	4	0	0.145903306922754	1
"788"	"Vasopressin regulates renal water homeostasis via Aquaporins"	43	43	2	0.0465116279069767	43	43	12	0.27906976744186	0.210526315789474	12	14	3	0	0.147043230180575	1
"196"	"NOTCH1 Intracellular Domain Regulates Transcription"	47	47	14	0.297872340425532	47	47	13	0.276595744680851	0.385964912280702	22	28	8	0	0.149022566675299	1
"351"	"Growth hormone receptor signaling"	24	24	5	0.208333333333333	24	24	7	0.291666666666667	0.175438596491228	10	12	3	0	0.149108198248971	1
"905"	"GABA receptor activation"	55	55	1	0.0181818181818182	55	55	15	0.272727272727273	0.280701754385965	16	18	3	0	0.151451775947891	1
"665"	"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	79	79	7	0.0886075949367089	79	79	21	0.265822784810127	0.491228070175439	28	41	8	0	0.151626065073214	1
"524"	"Cell Cycle"	518	518	68	0.131274131274131	518	518	125	0.241312741312741	0.894736842105263	51	165	8	0	0.151947221954179	1
"802"	"Sphingolipid metabolism"	71	71	3	0.0422535211267606	71	71	19	0.267605633802817	0.210526315789474	12	21	2	0	0.152375485261597	1
"14"	"RAF/MAP kinase cascade"	17	17	10	0.588235294117647	17	17	5	0.294117647058824	0.105263157894737	6	7	3	0	0.161150211517069	1
"48"	"activated TAK1 mediates p38 MAPK activation"	17	17	8	0.470588235294118	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"301"	"Metabolism of nitric oxide"	17	17	4	0.235294117647059	17	17	5	0.294117647058824	0.087719298245614	5	5	1	0	0.161150211517069	1
"305"	"eNOS activation and regulation"	17	17	4	0.235294117647059	17	17	5	0.294117647058824	0.087719298245614	5	5	1	0	0.161150211517069	1
"563"	"Homologous Recombination Repair"	17	17	2	0.117647058823529	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"564"	"Homologous recombination repair of replication-independent double-strand breaks"	17	17	2	0.117647058823529	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"742"	"Tristetraprolin (TTP) destabilizes mRNA"	17	17	1	0.0588235294117647	17	17	5	0.294117647058824	0.105263157894737	6	6	2	0	0.161150211517069	1
"925"	"Regulatory RNA pathways"	100	100	1	0.01	100	100	26	0.26	0.280701754385965	16	30	3	0	0.161360188299361	1
"114"	"MyD88:Mal cascade initiated on plasma membrane"	96	96	36	0.375	96	96	25	0.260416666666667	0.298245614035088	17	30	3	0	0.162630675393315	1
"119"	"Toll Like Receptor 2 (TLR2) Cascade"	96	96	36	0.375	96	96	25	0.260416666666667	0.298245614035088	17	30	3	0	0.162630675393315	1
"120"	"Toll Like Receptor TLR1:TLR2 Cascade"	96	96	36	0.375	96	96	25	0.260416666666667	0.298245614035088	17	30	3	0	0.162630675393315	1
"121"	"Toll Like Receptor TLR6:TLR2 Cascade"	96	96	36	0.375	96	96	25	0.260416666666667	0.298245614035088	17	30	3	0	0.162630675393315	1
"125"	"Toll Like Receptor 9 (TLR9) Cascade"	92	92	34	0.369565217391304	92	92	24	0.260869565217391	0.298245614035088	17	30	3	0	0.163853132666832	1
"102"	"MyD88 dependent cascade initiated on endosome"	88	88	34	0.386363636363636	88	88	23	0.261363636363636	0.298245614035088	17	28	3	0	0.165017916014379	1
"103"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	88	88	34	0.386363636363636	88	88	23	0.261363636363636	0.298245614035088	17	28	3	0	0.165017916014379	1
"10"	"ERK1 activation"	10	10	7	0.7	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"28"	"Abacavir transport and metabolism"	10	10	5	0.5	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"373"	"Regulation of Rheb GTPase activity by AMPK"	10	10	2	0.2	10	10	3	0.3	0.0526315789473684	3	4	2	0	0.166870171249961	1
"641"	"TRIF-mediated programmed cell death"	10	10	1	0.1	10	10	3	0.3	0.0526315789473684	3	3	1	0	0.166870171249961	1
"65"	"Signalling to ERKs"	44	44	19	0.431818181818182	44	44	12	0.272727272727273	0.228070175438596	13	15	3	0	0.168193579846329	1
"274"	"Signaling by the B Cell Receptor (BCR)"	209	209	55	0.263157894736842	209	209	52	0.248803827751196	0.684210526315789	39	84	15	0	0.169879120246974	1
"633"	"HDACs deacetylate histones"	60	60	6	0.1	60	60	16	0.266666666666667	0.210526315789474	12	18	2	0	0.170249091748382	1
"66"	"ERK/MAPK targets"	21	21	9	0.428571428571429	21	21	6	0.285714285714286	0.12280701754386	7	8	3	0	0.171528074248823	1
"45"	"SHC-related events"	25	25	12	0.48	25	25	7	0.28	0.140350877192982	8	9	3	0	0.178575526461174	1
"443"	"Effects of PIP2 hydrolysis"	25	25	4	0.16	25	25	7	0.28	0.12280701754386	7	10	3	0	0.178575526461174	1
"557"	"Cellular response to hypoxia"	25	25	3	0.12	25	25	7	0.28	0.263157894736842	15	15	8	0	0.178575526461174	1
"558"	"Regulation of Hypoxia-inducible Factor (HIF) by oxygen"	25	25	3	0.12	25	25	7	0.28	0.263157894736842	15	15	8	0	0.178575526461174	1
"205"	"IRS-mediated signalling"	85	85	25	0.294117647058824	85	85	22	0.258823529411765	0.491228070175439	28	45	15	0	0.181959202686338	1
"415"	"The role of Nef in HIV-1 replication and disease pathogenesis"	29	29	5	0.172413793103448	29	29	8	0.275862068965517	0.192982456140351	11	11	3	0	0.183396709938527	1
"626"	"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"	29	29	3	0.103448275862069	29	29	8	0.275862068965517	0.140350877192982	8	10	3	0	0.183396709938527	1
"407"	"G2/M Transition"	114	114	20	0.175438596491228	114	114	29	0.254385964912281	0.456140350877193	26	43	8	0	0.184278632814109	1
"749"	"Antiviral mechanism by IFN-stimulated genes"	73	73	4	0.0547945205479452	73	73	19	0.26027397260274	0.192982456140351	11	24	2	0	0.186199449935135	1
"750"	"ISG15 antiviral mechanism"	73	73	4	0.0547945205479452	73	73	19	0.26027397260274	0.192982456140351	11	24	2	0	0.186199449935135	1
"220"	"Signal attenuation"	14	14	4	0.285714285714286	14	14	4	0.285714285714286	0.087719298245614	5	6	3	0	0.186661094921027	1
"553"	"Metabolism of steroid hormones and vitamin D"	33	33	4	0.121212121212121	33	33	9	0.272727272727273	0.157894736842105	9	11	2	0	0.18666154046242	1
"555"	"Steroid hormones"	33	33	4	0.121212121212121	33	33	9	0.272727272727273	0.157894736842105	9	11	2	0	0.18666154046242	1
"736"	"Negative regulators of RIG-I/MDA5 signaling"	33	33	2	0.0606060606060606	33	33	9	0.272727272727273	0.315789473684211	18	19	6	0	0.18666154046242	1
"551"	"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	41	41	5	0.121951219512195	41	41	11	0.268292682926829	0.192982456140351	11	15	3	0	0.190102941052357	1
"772"	"Pre-NOTCH Transcription and Translation"	41	41	2	0.0487804878048781	41	41	11	0.268292682926829	0.421052631578947	24	28	8	0	0.190102941052357	1
"825"	"Pre-NOTCH Expression and Processing"	57	57	2	0.0350877192982456	57	57	15	0.263157894736842	0.43859649122807	25	33	8	0	0.190232591007577	1
"68"	"MEK activation"	7	7	3	0.428571428571429	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"69"	"RAF phosphorylates MEK"	7	7	3	0.428571428571429	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"216"	"FGFR3b ligand binding and activation"	7	7	2	0.285714285714286	7	7	2	0.285714285714286	0.105263157894737	6	6	5	0	0.191750048138923	1
"222"	"eNOS activation"	7	7	2	0.285714285714286	7	7	2	0.285714285714286	0.0350877192982456	2	2	1	0	0.191750048138923	1
"473"	"Homologous DNA pairing and strand exchange"	7	7	1	0.142857142857143	7	7	2	0.285714285714286	0.0526315789473684	3	3	2	0	0.191750048138923	1
"851"	"Membrane Trafficking"	190	190	6	0.0315789473684211	190	190	47	0.247368421052632	0.508771929824561	29	63	5	0	0.191758760425737	1
"409"	"beta-catenin independent WNT signaling"	144	144	25	0.173611111111111	144	144	36	0.25	0.456140350877193	26	44	3	0	0.195236412626115	1
"591"	"Removal of DNA patch containing abasic residue"	18	18	2	0.111111111111111	18	18	5	0.277777777777778	0.087719298245614	5	5	1	0	0.198463017404217	1
"593"	"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"	18	18	2	0.111111111111111	18	18	5	0.277777777777778	0.087719298245614	5	5	1	0	0.198463017404217	1
"94"	"MyD88 cascade initiated on plasma membrane"	86	86	34	0.395348837209302	86	86	22	0.255813953488372	0.298245614035088	17	27	3	0	0.198558636875498	1
"96"	"Toll Like Receptor 10 (TLR10) Cascade"	86	86	34	0.395348837209302	86	86	22	0.255813953488372	0.298245614035088	17	27	3	0	0.198558636875498	1
"97"	"Toll Like Receptor 5 (TLR5) Cascade"	86	86	34	0.395348837209302	86	86	22	0.255813953488372	0.298245614035088	17	27	3	0	0.198558636875498	1
"204"	"Downstream signaling events of B Cell Receptor (BCR)"	170	170	50	0.294117647058824	170	170	42	0.247058823529412	0.666666666666667	38	71	15	0	0.20471252885164	1
"20"	"Signalling to p38 via RIT and RIN"	22	22	12	0.545454545454545	22	22	6	0.272727272727273	0.12280701754386	7	8	3	0	0.20578350694105	1
"791"	"Common Pathway"	22	22	1	0.0454545454545455	22	22	6	0.272727272727273	0.12280701754386	7	7	2	0	0.20578350694105	1
"571"	"Loss of Function of SMAD2/3 in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"572"	"Loss of Function of SMAD4 in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"573"	"Loss of Function of TGFBR1 in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"574"	"Loss of Function of TGFBR2 in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"576"	"SMAD2/3 MH2 Domain Mutants in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"577"	"SMAD2/3 Phosphorylation Motif Mutants in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"578"	"SMAD4 MH2 Domain Mutants in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"579"	"Signaling by TGF-beta Receptor Complex"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"580"	"Signaling by TGF-beta Receptor Complex in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"581"	"TGFBR1 KD Mutants in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"582"	"TGFBR1 LBD Mutants in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"583"	"TGFBR2 Kinase Domain Mutants in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"584"	"TGFBR2 MSI Frameshift Mutants in Cancer"	70	70	8	0.114285714285714	70	70	18	0.257142857142857	0.280701754385965	16	23	3	0	0.206275041040451	1
"655"	"Cytosolic sensors of pathogen-associated DNA"	66	66	6	0.0909090909090909	66	66	17	0.257575757575758	0.333333333333333	19	30	8	0	0.208048409839403	1
"178"	"Toll Like Receptor 4 (TLR4) Cascade"	124	124	39	0.314516129032258	124	124	31	0.25	0.368421052631579	21	38	3	0	0.208072724016094	1
"137"	"MyD88-independent cascade"	99	99	35	0.353535353535354	99	99	25	0.252525252525253	0.333333333333333	19	32	3	0	0.208361192474344	1
"138"	"TRIF-mediated TLR3/TLR4 signaling"	99	99	35	0.353535353535354	99	99	25	0.252525252525253	0.333333333333333	19	32	3	0	0.208361192474344	1
