Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-CN-5367-01A-01D-1432-01	7	15652068	15661479	6	0.304121
TCGA-CN-5367-01A-01D-1432-01	7	15662321	17873811	1076	0.986881
TCGA-CN-5367-01A-01D-1432-01	7	17875763	17999126	83	1.313181
TCGA-CN-5367-01A-01D-1432-01	7	17999994	18059369	33	1.881148
TCGA-CN-5367-01A-01D-1432-01	7	18060523	18906896	644	0.304121
TCGA-CN-5367-01A-01D-1432-01	7	19788774	63519305	24325	0.000000
TCGA-CN-5367-01A-01D-1432-01	7	63791269	63798509	5	0.516937
TCGA-CN-5367-01A-01D-1432-01	7	63798804	64462326	354	1.504929
TCGA-CN-5367-01A-01D-1432-01	7	64469778	158385118	47485	0.000000
TCGA-CN-5367-01A-01D-1432-01	8	617667	20829424	11428	0.000000
TCGA-CN-5367-01A-01D-1432-01	8	20831382	20865850	23	0.204727
TCGA-CN-5367-01A-01D-1432-01	8	20871460	42933372	13319	0.000000
TCGA-CN-5367-01A-01D-1432-01	8	47460945	57653570	5448	0.338858
TCGA-CN-5367-01A-01D-1432-01	8	57654376	57674238	17	2.585626
TCGA-CN-5367-01A-01D-1432-01	8	57685023	70003957	7280	0.000000
TCGA-CN-5367-01A-01D-1432-01	8	70008815	71038421	699	0.639647
TCGA-CN-5367-01A-01D-1432-01	8	71040398	71192380	79	1.622591
TCGA-CN-5367-01A-01D-1432-01	8	71195401	71936560	329	0.331501
TCGA-CN-5367-01A-01D-1432-01	8	71943753	72148533	173	2.015489
TCGA-CN-5367-01A-01D-1432-01	8	72153877	121531748	27942	0.000000
TCGA-CN-5367-01A-01D-1432-01	8	121541561	145232496	14839	0.716007
TCGA-CN-5367-01A-01D-1432-01	9	789932	10372205	5731	-0.556971
TCGA-CN-5367-01A-01D-1432-01	9	10504460	12861562	670	-1.059698
TCGA-CN-5367-01A-01D-1432-01	9	12863189	13398230	318	-0.556971
TCGA-CN-5367-01A-01D-1432-01	9	13402849	15929501	2004	3.613414
TCGA-CN-5367-01A-01D-1432-01	9	15937022	17373070	1238	2.827499
TCGA-CN-5367-01A-01D-1432-01	9	17375349	19700870	1909	0.000000
TCGA-CN-5367-01A-01D-1432-01	9	19700975	23715981	2789	-1.086549
TCGA-CN-5367-01A-01D-1432-01	9	23717134	81450603	15952	-0.543304
TCGA-CN-5367-01A-01D-1432-01	9	81451261	140938752	37436	0.000000
TCGA-CN-5367-01A-01D-1432-01	10	415240	34901623	23934	0.000000
TCGA-CN-5367-01A-01D-1432-01	10	34902333	35150667	147	-0.536346
TCGA-CN-5367-01A-01D-1432-01	10	35158793	135225087	56824	0.000000
TCGA-CN-5367-01A-01D-1432-01	11	456120	58262120	31838	0.000000
TCGA-CN-5367-01A-01D-1432-01	11	58265131	64103923	2940	-0.519220
TCGA-CN-5367-01A-01D-1432-01	11	64104516	74012087	3978	0.000000
TCGA-CN-5367-01A-01D-1432-01	11	74014467	100005705	15808	-0.532968
TCGA-CN-5367-01A-01D-1432-01	11	100012939	102580408	1770	0.000000
TCGA-CN-5367-01A-01D-1432-01	11	102588393	105410148	1590	-0.531646
TCGA-CN-5367-01A-01D-1432-01	11	105415693	107171571	1096	0.000000
TCGA-CN-5367-01A-01D-1432-01	11	107179724	134140152	18254	-0.551560
TCGA-CN-5367-01A-01D-1432-01	12	889902	99314701	55125	0.000000
TCGA-CN-5367-01A-01D-1432-01	12	99315042	99771151	259	-0.535709
TCGA-CN-5367-01A-01D-1432-01	12	99772061	133161346	18591	0.000000
TCGA-CN-5367-01A-01D-1432-01	13	19450806	114987458	56669	0.000000
TCGA-CN-5367-01A-01D-1432-01	14	20501368	105988038	49467	0.000000
TCGA-CN-5367-01A-01D-1432-01	15	23687685	83263242	33422	0.000000
TCGA-CN-5367-01A-01D-1432-01	15	83263401	84048795	404	0.239134
TCGA-CN-5367-01A-01D-1432-01	15	84049465	101884307	10722	-0.129661
TCGA-CN-5367-01A-01D-1432-01	16	653459	89379936	40811	0.000000
TCGA-CN-5367-01A-01D-1432-01	17	987221	10334953	4796	-0.215452
TCGA-CN-5367-01A-01D-1432-01	17	10335058	80917016	32201	0.000000
TCGA-CN-5367-01A-01D-1432-01	18	329586	2081266	510	0.000000
TCGA-CN-5367-01A-01D-1432-01	18	2081926	2830440	353	-0.307566
TCGA-CN-5367-01A-01D-1432-01	18	2834487	5769897	2014	3.591914
TCGA-CN-5367-01A-01D-1432-01	18	5771817	5958901	113	0.303111
TCGA-CN-5367-01A-01D-1432-01	18	6603954	14062284	5161	-0.324723
TCGA-CN-5367-01A-01D-1432-01	18	14362422	23007589	2552	0.000000
TCGA-CN-5367-01A-01D-1432-01	18	23014150	23030909	17	3.469328
TCGA-CN-5367-01A-01D-1432-01	18	23033032	23809721	503	0.000000
TCGA-CN-5367-01A-01D-1432-01	18	23810767	24927434	738	0.741836
TCGA-CN-5367-01A-01D-1432-01	18	24928729	77107934	30719	0.000000
TCGA-CN-5367-01A-01D-1432-01	19	284018	58878226	23957	0.000000
TCGA-CN-5367-01A-01D-1432-01	20	455764	62219837	37299	0.000000
TCGA-CN-5367-01A-01D-1432-01	21	15347621	47678774	20591	0.000000
TCGA-CN-5367-01A-01D-1432-01	22	17423930	49331012	16937	0.000000
TCGA-CN-5367-01A-01D-1432-01	X	3157107	10497623	1820	0.000000
TCGA-CN-5367-01A-01D-1432-01	X	10499082	10526408	21	-0.702874
TCGA-CN-5367-01A-01D-1432-01	X	10526931	58316060	22074	0.000000
TCGA-CN-5367-01A-01D-1432-01	X	58317986	62783068	115	0.447693
TCGA-CN-5367-01A-01D-1432-01	X	62783749	154905589	39783	0.000000
TCGA-CN-5369-01A-01D-1432-01	1	3218610	19843683	9047	0.000000
TCGA-CN-5369-01A-01D-1432-01	1	19851031	19862411	10	-0.936053
TCGA-CN-5369-01A-01D-1432-01	1	19866663	247813706	120140	0.000000
TCGA-CN-5369-01A-01D-1432-01	2	484222	141610034	73297	0.000000
TCGA-CN-5369-01A-01D-1432-01	2	141610523	142318476	475	-0.327101
TCGA-CN-5369-01A-01D-1432-01	2	142318642	242476062	57576	0.000000
TCGA-CN-5369-01A-01D-1432-01	3	2212571	197538677	106421	0.000000
TCGA-CN-5369-01A-01D-1432-01	4	1053934	188762240	102782	0.000000
TCGA-CN-5369-01A-01D-1432-01	5	914233	180360469	100548	0.000000
TCGA-CN-5369-01A-01D-1432-01	6	1014281	170903919	96532	0.000000
TCGA-CN-5369-01A-01D-1432-01	7	705284	158385118	81355	0.000000
TCGA-CN-5369-01A-01D-1432-01	8	617667	145232496	81576	0.000000
TCGA-CN-5369-01A-01D-1432-01	9	789932	21787262	13396	0.000000
TCGA-CN-5369-01A-01D-1432-01	9	21787848	22611155	480	-0.375720
TCGA-CN-5369-01A-01D-1432-01	9	22612584	140938752	54171	0.000000
TCGA-CN-5369-01A-01D-1432-01	10	415240	135225087	80905	0.000000
TCGA-CN-5369-01A-01D-1432-01	11	456120	134140152	77274	0.000000
TCGA-CN-5369-01A-01D-1432-01	12	889902	133161346	73975	0.000000
TCGA-CN-5369-01A-01D-1432-01	13	19450806	114987458	56669	0.000000
TCGA-CN-5369-01A-01D-1432-01	14	20501368	105988038	49467	0.000000
TCGA-CN-5369-01A-01D-1432-01	15	23687685	101884307	44548	0.000000
TCGA-CN-5369-01A-01D-1432-01	16	653459	89379936	40811	0.000000
TCGA-CN-5369-01A-01D-1432-01	17	987221	80917016	36997	0.000000
TCGA-CN-5369-01A-01D-1432-01	18	329586	77107934	42680	0.000000
TCGA-CN-5369-01A-01D-1432-01	19	284018	58878226	23957	0.000000
TCGA-CN-5369-01A-01D-1432-01	20	455764	62219837	37299	0.000000
TCGA-CN-5369-01A-01D-1432-01	21	15347621	47678774	20591	0.000000
TCGA-CN-5369-01A-01D-1432-01	22	17423930	49331012	16937	0.000000
TCGA-CN-5369-01A-01D-1432-01	X	3157107	154905589	63813	0.000000
TCGA-CN-5370-01A-01D-2010-01	1	3218610	247813706	129197	0.000000
TCGA-CN-5370-01A-01D-2010-01	2	484222	49906771	29477	0.000000
TCGA-CN-5370-01A-01D-2010-01	2	49908463	50036388	102	-0.999584
TCGA-CN-5370-01A-01D-2010-01	2	50036683	200117022	76407	0.000000
TCGA-CN-5370-01A-01D-2010-01	2	200120423	202140249	1192	0.440226
TCGA-CN-5370-01A-01D-2010-01	2	202153846	242476062	24170	-0.427783
TCGA-CN-5370-01A-01D-2010-01	3	2212571	63603613	35343	-0.202739
TCGA-CN-5370-01A-01D-2010-01	3	63604049	63703153	89	0.356060
TCGA-CN-5370-01A-01D-2010-01	3	63705484	69484558	4142	-0.206472
TCGA-CN-5370-01A-01D-2010-01	3	69494578	70514204	777	3.655672
TCGA-CN-5370-01A-01D-2010-01	3	70516421	70578501	29	3.459572
TCGA-CN-5370-01A-01D-2010-01	3	70583490	70658503	51	2.172440
TCGA-CN-5370-01A-01D-2010-01	3	70664359	70724801	50	3.609982
TCGA-CN-5370-01A-01D-2010-01	3	70728228	70741446	7	1.731726
TCGA-CN-5370-01A-01D-2010-01	3	70744974	71948043	780	3.541561
TCGA-CN-5370-01A-01D-2010-01	3	71948457	73231035	937	2.346360
TCGA-CN-5370-01A-01D-2010-01	3	73231372	74125477	727	1.240854
TCGA-CN-5370-01A-01D-2010-01	3	74125646	147839790	37782	0.000000
TCGA-CN-5370-01A-01D-2010-01	3	147841602	148341205	283	-0.449858
TCGA-CN-5370-01A-01D-2010-01	3	148342279	197538677	25424	0.000000
TCGA-CN-5370-01A-01D-2010-01	4	1053934	127357576	70258	0.000000
TCGA-CN-5370-01A-01D-2010-01	4	127364125	127365329	6	-1.074638
TCGA-CN-5370-01A-01D-2010-01	4	127365899	143048316	8151	0.000000
TCGA-CN-5370-01A-01D-2010-01	4	143049980	143115021	56	-0.474898
TCGA-CN-5370-01A-01D-2010-01	4	143117834	188762240	24311	0.000000
TCGA-CN-5370-01A-01D-2010-01	5	914233	45378456	25949	0.000000
TCGA-CN-5370-01A-01D-2010-01	5	50124856	51568316	764	1.025418
TCGA-CN-5370-01A-01D-2010-01	5	51570653	167342395	66243	0.000000
TCGA-CN-5370-01A-01D-2010-01	5	167344928	167537032	170	-0.334575
TCGA-CN-5370-01A-01D-2010-01	5	167537519	175332546	5389	0.000000
TCGA-CN-5370-01A-01D-2010-01	5	175337386	175349080	9	-0.521823
TCGA-CN-5370-01A-01D-2010-01	5	175360013	180360469	2024	0.000000
TCGA-CN-5370-01A-01D-2010-01	6	1014281	16533285	10994	-0.126936
TCGA-CN-5370-01A-01D-2010-01	6	16536821	16537559	5	-1.257378
TCGA-CN-5370-01A-01D-2010-01	6	16550913	170903919	85533	0.000000
TCGA-CN-5370-01A-01D-2010-01	7	705284	158385118	81355	0.000000
TCGA-CN-5370-01A-01D-2010-01	8	617667	35922813	20964	0.000000
TCGA-CN-5370-01A-01D-2010-01	8	35926695	37429379	811	0.628220
TCGA-CN-5370-01A-01D-2010-01	8	37432030	42933372	2995	0.000000
TCGA-CN-5370-01A-01D-2010-01	8	47460945	51621534	1941	0.595704
TCGA-CN-5370-01A-01D-2010-01	8	51625187	145232496	54865	0.000000
TCGA-CN-5370-01A-01D-2010-01	9	789932	8098435	4438	0.833116
TCGA-CN-5370-01A-01D-2010-01	9	8098846	27428324	12401	0.000000
TCGA-CN-5370-01A-01D-2010-01	9	27428665	34675471	3989	0.438188
TCGA-CN-5370-01A-01D-2010-01	9	34686143	36116061	733	2.117138
TCGA-CN-5370-01A-01D-2010-01	9	36117678	36428991	181	1.368700
TCGA-CN-5370-01A-01D-2010-01	9	36444439	140938752	46305	0.000000
TCGA-CN-5370-01A-01D-2010-01	10	415240	37945759	25684	0.000000
TCGA-CN-5370-01A-01D-2010-01	10	37945811	37957673	7	-0.499993
TCGA-CN-5370-01A-01D-2010-01	10	37957751	135225087	55214	0.000000
TCGA-CN-5370-01A-01D-2010-01	11	456120	65733289	35010	0.000000
TCGA-CN-5370-01A-01D-2010-01	11	65733393	81313972	8340	0.378270
TCGA-CN-5370-01A-01D-2010-01	11	81316449	105144429	14445	0.000000
TCGA-CN-5370-01A-01D-2010-01	11	105144628	134140152	19479	-0.258913
TCGA-CN-5370-01A-01D-2010-01	12	889902	133161346	73975	0.000000
TCGA-CN-5370-01A-01D-2010-01	13	19450806	114987458	56669	0.000000
TCGA-CN-5370-01A-01D-2010-01	14	20501368	105988038	49467	0.000000
TCGA-CN-5370-01A-01D-2010-01	15	23687685	101884307	44548	0.000000
TCGA-CN-5370-01A-01D-2010-01	16	653459	18808403	8144	0.000000
TCGA-CN-5370-01A-01D-2010-01	16	18809340	26313214	3725	-0.386757
TCGA-CN-5370-01A-01D-2010-01	16	26313547	89379936	28942	0.000000
TCGA-CN-5370-01A-01D-2010-01	17	987221	80917016	36997	0.000000
TCGA-CN-5370-01A-01D-2010-01	18	329586	31403327	15943	0.000000
TCGA-CN-5370-01A-01D-2010-01	18	31411662	31421889	12	-0.733166
TCGA-CN-5370-01A-01D-2010-01	18	31424637	77107934	26725	0.000000
TCGA-CN-5370-01A-01D-2010-01	19	284018	58878226	23957	0.000000
TCGA-CN-5370-01A-01D-2010-01	20	455764	62219837	37299	0.000000
TCGA-CN-5370-01A-01D-2010-01	21	15347621	47678774	20591	0.000000
TCGA-CN-5370-01A-01D-2010-01	22	17423930	49331012	16937	0.000000
TCGA-CN-5370-01A-01D-2010-01	X	3157107	29533503	11821	0.000000
TCGA-CN-5370-01A-01D-2010-01	X	29635173	29667437	17	-0.907287
TCGA-CN-5370-01A-01D-2010-01	X	29671194	29992413	188	-0.205938
TCGA-CN-5370-01A-01D-2010-01	X	30010119	30131345	64	1.436167
TCGA-CN-5370-01A-01D-2010-01	X	30131375	154905589	51723	0.000000
TCGA-CN-5373-01A-01D-1432-01	1	3218610	247813706	129197	0.000000
TCGA-CN-5373-01A-01D-1432-01	2	484222	133775186	68976	0.000000
TCGA-CN-5373-01A-01D-1432-01	2	133778646	133897009	115	-0.459627
TCGA-CN-5373-01A-01D-1432-01	2	133900074	134054312	65	0.000000
TCGA-CN-5373-01A-01D-1432-01	2	134156255	134686134	403	0.426707
TCGA-CN-5373-01A-01D-1432-01	2	134686240	183786763	28843	0.000000
TCGA-CN-5373-01A-01D-1432-01	2	183787045	184051370	131	0.357569
TCGA-CN-5373-01A-01D-1432-01	2	184053120	242476062	32815	0.000000
TCGA-CN-5373-01A-01D-1432-01	3	2212571	197538677	106421	0.000000
TCGA-CN-5373-01A-01D-1432-01	4	1053934	62075845	33970	0.000000
TCGA-CN-5373-01A-01D-1432-01	4	62076053	62100860	24	-0.522732
TCGA-CN-5373-01A-01D-1432-01	4	62106836	91768657	16368	0.000000
TCGA-CN-5373-01A-01D-1432-01	4	91769382	91938935	106	-0.367777
TCGA-CN-5373-01A-01D-1432-01	4	91939059	188762240	52314	0.000000
TCGA-CN-5373-01A-01D-1432-01	5	914233	180360469	100548	0.000000
TCGA-CN-5373-01A-01D-1432-01	6	1014281	170903919	96532	0.000000
TCGA-CN-5373-01A-01D-1432-01	7	705284	158385118	81355	0.000000
TCGA-CN-5373-01A-01D-1432-01	8	617667	145232496	81576	0.000000
TCGA-CN-5373-01A-01D-1432-01	9	789932	1592353	196	1.454037
TCGA-CN-5373-01A-01D-1432-01	9	1592554	2635223	1033	0.871889
TCGA-CN-5373-01A-01D-1432-01	9	2635545	6040282	2314	1.464387
TCGA-CN-5373-01A-01D-1432-01	9	6043593	9729075	1913	0.414124
TCGA-CN-5373-01A-01D-1432-01	9	9731933	9869448	90	0.000000
TCGA-CN-5373-01A-01D-1432-01	9	9869714	10840184	456	0.348924
TCGA-CN-5373-01A-01D-1432-01	9	10840628	140938752	62045	0.000000
TCGA-CN-5373-01A-01D-1432-01	10	415240	135225087	80905	0.000000
TCGA-CN-5373-01A-01D-1432-01	11	456120	43829542	27526	0.000000
TCGA-CN-5373-01A-01D-1432-01	11	43832960	43880360	30	-0.460779
TCGA-CN-5373-01A-01D-1432-01	11	43880895	50055330	2977	0.000000
TCGA-CN-5373-01A-01D-1432-01	11	56013798	93927529	20015	0.397001
TCGA-CN-5373-01A-01D-1432-01	11	93928074	134140152	26726	0.000000
TCGA-CN-5373-01A-01D-1432-01	12	889902	48339295	24641	0.000000
TCGA-CN-5373-01A-01D-1432-01	12	48343612	48345666	5	-1.032026
TCGA-CN-5373-01A-01D-1432-01	12	48348352	133161346	49329	0.000000
TCGA-CN-5373-01A-01D-1432-01	13	19450806	114987458	56669	0.000000
TCGA-CN-5373-01A-01D-1432-01	14	20501368	105988038	49467	0.000000
TCGA-CN-5373-01A-01D-1432-01	15	23687685	101884307	44548	0.000000
TCGA-CN-5373-01A-01D-1432-01	16	653459	89379936	40811	0.000000
TCGA-CN-5373-01A-01D-1432-01	17	987221	59801441	26277	0.000000
TCGA-CN-5373-01A-01D-1432-01	17	59815364	59959765	70	-0.335781
TCGA-CN-5373-01A-01D-1432-01	17	59969585	80917016	10650	0.000000
TCGA-CN-5373-01A-01D-1432-01	18	329586	77107934	42680	0.000000
TCGA-CN-5373-01A-01D-1432-01	19	284018	58878226	23957	0.000000
TCGA-CN-5373-01A-01D-1432-01	20	455764	62219837	37299	0.000000
TCGA-CN-5373-01A-01D-1432-01	21	15347621	47678774	20591	0.000000
TCGA-CN-5373-01A-01D-1432-01	22	17423930	34135929	7505	0.000000
TCGA-CN-5373-01A-01D-1432-01	22	34138628	34142234	8	-0.947004
TCGA-CN-5373-01A-01D-1432-01	22	34144498	49331012	9424	0.000000
TCGA-CN-5373-01A-01D-1432-01	X	3157107	43524765	18026	0.000000
TCGA-CN-5373-01A-01D-1432-01	X	43526943	46117704	1359	1.213621
TCGA-CN-5373-01A-01D-1432-01	X	46121996	154905589	44428	0.000000
TCGA-CN-5374-01A-01D-1432-01	1	3218610	155973364	70639	0.000000
TCGA-CN-5374-01A-01D-1432-01	1	155979033	156067842	35	0.847880
TCGA-CN-5374-01A-01D-1432-01	1	156078249	247813706	58523	0.000000
TCGA-CN-5374-01A-01D-1432-01	2	484222	6727808	3576	0.000000
TCGA-CN-5374-01A-01D-1432-01	2	6728363	6937593	149	-0.306861
TCGA-CN-5374-01A-01D-1432-01	2	6938163	241610281	127237	0.000000
TCGA-CN-5374-01A-01D-1432-01	2	241727945	242394335	329	-0.301276
TCGA-CN-5374-01A-01D-1432-01	2	242398074	242476062	57	0.000000
TCGA-CN-5374-01A-01D-1432-01	3	2212571	197538677	106421	0.000000
TCGA-CN-5374-01A-01D-1432-01	4	1053934	188762240	102782	0.000000
TCGA-CN-5374-01A-01D-1432-01	5	914233	74704544	39582	0.000000
TCGA-CN-5374-01A-01D-1432-01	5	74706047	75916434	787	0.396277
TCGA-CN-5374-01A-01D-1432-01	5	75916603	114756455	20704	0.000000
TCGA-CN-5374-01A-01D-1432-01	5	114756637	114756862	5	-0.941809
TCGA-CN-5374-01A-01D-1432-01	5	114759078	180360469	39470	0.000000
TCGA-CN-5374-01A-01D-1432-01	6	1014281	170903919	96532	0.000000
TCGA-CN-5374-01A-01D-1432-01	7	705284	77785437	39054	0.000000
TCGA-CN-5374-01A-01D-1432-01	7	77785591	77818252	25	0.523279
TCGA-CN-5374-01A-01D-1432-01	7	77818393	144106508	34768	0.000000
TCGA-CN-5374-01A-01D-1432-01	7	144107602	152922248	4741	-0.583094
TCGA-CN-5374-01A-01D-1432-01	7	152926354	158385118	2767	0.000000
TCGA-CN-5374-01A-01D-1432-01	8	617667	104216746	57011	0.000000
TCGA-CN-5374-01A-01D-1432-01	8	104218568	104252101	21	-0.849449
TCGA-CN-5374-01A-01D-1432-01	8	104252747	145232496	24544	0.000000
TCGA-CN-5374-01A-01D-1432-01	9	789932	140938752	68047	0.000000
TCGA-CN-5374-01A-01D-1432-01	10	415240	135225087	80905	0.000000
TCGA-CN-5374-01A-01D-1432-01	11	456120	134140152	77274	0.000000
TCGA-CN-5374-01A-01D-1432-01	12	889902	133161346	73975	0.000000
TCGA-CN-5374-01A-01D-1432-01	13	19450806	114987458	56669	0.000000
TCGA-CN-5374-01A-01D-1432-01	14	20501368	52490730	16644	0.000000
TCGA-CN-5374-01A-01D-1432-01	14	52491754	52495375	5	-1.257893
TCGA-CN-5374-01A-01D-1432-01	14	52495481	105988038	32818	0.000000
TCGA-CN-5374-01A-01D-1432-01	15	23687685	101884307	44548	0.000000
TCGA-CN-5374-01A-01D-1432-01	16	653459	89379936	40811	0.000000
TCGA-CN-5374-01A-01D-1432-01	17	987221	80917016	36997	0.000000
TCGA-CN-5374-01A-01D-1432-01	18	329586	77107934	42680	0.000000
TCGA-CN-5374-01A-01D-1432-01	19	284018	58878226	23957	0.000000
TCGA-CN-5374-01A-01D-1432-01	20	455764	62219837	37299	0.000000
TCGA-CN-5374-01A-01D-1432-01	21	15347621	47678774	20591	0.000000
TCGA-CN-5374-01A-01D-1432-01	22	17423930	49331012	16937	0.000000
TCGA-CN-5374-01A-01D-1432-01	X	3157107	12028367	2727	-0.155973
TCGA-CN-5374-01A-01D-1432-01	X	12028793	12046197	22	1.803691
TCGA-CN-5374-01A-01D-1432-01	X	12046240	12052692	14	3.656854
TCGA-CN-5374-01A-01D-1432-01	X	12055896	12059919	5	-0.168395
TCGA-CN-5374-01A-01D-1432-01	X	12064261	12091653	26	2.892935
TCGA-CN-5374-01A-01D-1432-01	X	12092960	12130089	34	0.160103
TCGA-CN-5374-01A-01D-1432-01	X	12131060	12273381	167	-0.186996
TCGA-CN-5374-01A-01D-1432-01	X	12273865	12281342	9	3.592913
TCGA-CN-5374-01A-01D-1432-01	X	12283222	32883715	10751	-0.270882
TCGA-CN-5374-01A-01D-1432-01	X	32890339	32943912	48	-0.925412
TCGA-CN-5374-01A-01D-1432-01	X	32944349	46527280	5768	-0.270882
TCGA-CN-5374-01A-01D-1432-01	X	46536359	46574582	34	2.169285
TCGA-CN-5374-01A-01D-1432-01	X	46574988	135409149	35447	0.000000
TCGA-CN-5374-01A-01D-1432-01	X	135411544	135557017	97	-0.356767
TCGA-CN-5374-01A-01D-1432-01	X	135559012	154905589	8664	0.000000
TCGA-CN-6010-01A-11D-1682-01	1	3218610	70988682	38453	0.000000
TCGA-CN-6010-01A-11D-1682-01	1	70990192	71001138	11	0.285960
TCGA-CN-6010-01A-11D-1682-01	1	71002192	104005432	19699	-0.242161
TCGA-CN-6010-01A-11D-1682-01	1	104009909	104613056	160	0.000000
TCGA-CN-6010-01A-11D-1682-01	1	104613622	149881398	9508	-0.250180
TCGA-CN-6010-01A-11D-1682-01	1	149882014	247813706	61366	0.000000
TCGA-CN-6010-01A-11D-1682-01	2	484222	15613740	9478	0.331683
TCGA-CN-6010-01A-11D-1682-01	2	15618842	141604385	63812	0.000000
TCGA-CN-6010-01A-11D-1682-01	2	141604542	141679979	37	-0.369968
TCGA-CN-6010-01A-11D-1682-01	2	141682161	141998656	211	-0.663487
TCGA-CN-6010-01A-11D-1682-01	2	141998789	142150285	92	-0.369968
TCGA-CN-6010-01A-11D-1682-01	2	142151121	242476062	57718	0.000000
TCGA-CN-6010-01A-11D-1682-01	3	2212571	157500004	86278	0.000000
TCGA-CN-6010-01A-11D-1682-01	3	157502626	157506537	5	-0.742987
TCGA-CN-6010-01A-11D-1682-01	3	157510516	189232615	16227	0.000000
TCGA-CN-6010-01A-11D-1682-01	3	189232641	189734901	353	0.142574
TCGA-CN-6010-01A-11D-1682-01	3	189734940	197538677	3558	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	1053934	36241922	21599	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	36243787	36464997	173	0.517863
TCGA-CN-6010-01A-11D-1682-01	4	36474608	36526858	38	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	36530674	36577433	40	0.873482
TCGA-CN-6010-01A-11D-1682-01	4	36577643	37067592	276	0.478556
TCGA-CN-6010-01A-11D-1682-01	4	37068936	48068826	6040	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	52698757	76433724	12998	0.845535
TCGA-CN-6010-01A-11D-1682-01	4	76435513	76715443	160	1.925020
TCGA-CN-6010-01A-11D-1682-01	4	76720963	87321906	6476	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	87328659	89097477	1077	0.902910
TCGA-CN-6010-01A-11D-1682-01	4	89103622	91162765	1129	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	91163126	91366130	127	0.874478
TCGA-CN-6010-01A-11D-1682-01	4	91371416	91461618	32	1.588169
TCGA-CN-6010-01A-11D-1682-01	4	91465389	91526453	42	0.874478
TCGA-CN-6010-01A-11D-1682-01	4	91531942	121553198	16762	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	121555159	122151739	355	0.885857
TCGA-CN-6010-01A-11D-1682-01	4	122160581	122215126	44	1.920250
TCGA-CN-6010-01A-11D-1682-01	4	122215610	122263910	44	2.129438
TCGA-CN-6010-01A-11D-1682-01	4	122264739	122620300	187	0.885857
TCGA-CN-6010-01A-11D-1682-01	4	122623775	122726325	68	1.914520
TCGA-CN-6010-01A-11D-1682-01	4	122728730	124270296	754	0.885857
TCGA-CN-6010-01A-11D-1682-01	4	124271321	165185089	22400	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	165192370	165499371	204	0.322373
TCGA-CN-6010-01A-11D-1682-01	4	165912962	184266319	9732	0.000000
TCGA-CN-6010-01A-11D-1682-01	4	184269388	184308380	35	0.967196
TCGA-CN-6010-01A-11D-1682-01	4	184311278	188762240	1990	0.000000
TCGA-CN-6010-01A-11D-1682-01	5	914233	179315794	100068	0.000000
TCGA-CN-6010-01A-11D-1682-01	5	179318680	180360469	480	-0.393412
TCGA-CN-6010-01A-11D-1682-01	6	1014281	62316990	33926	0.000000
TCGA-CN-6010-01A-11D-1682-01	6	62317160	63890158	724	0.285960
TCGA-CN-6010-01A-11D-1682-01	6	63892754	64108629	115	0.846522
TCGA-CN-6010-01A-11D-1682-01	6	64111087	64386060	132	1.890620
TCGA-CN-6010-01A-11D-1682-01	6	64386479	170903919	61635	0.000000
TCGA-CN-6010-01A-11D-1682-01	7	705284	71266533	37073	0.000000
TCGA-CN-6010-01A-11D-1682-01	7	71267239	120435638	24066	0.306290
TCGA-CN-6010-01A-11D-1682-01	7	120441132	121188478	490	0.645317
TCGA-CN-6010-01A-11D-1682-01	7	121201984	158385118	19726	0.000000
TCGA-CN-6010-01A-11D-1682-01	8	617667	21228629	11776	0.000000
TCGA-CN-6010-01A-11D-1682-01	8	21232085	21830214	432	0.535465
TCGA-CN-6010-01A-11D-1682-01	8	21832231	31239862	6032	0.000000
TCGA-CN-6010-01A-11D-1682-01	8	31248541	40493000	5087	0.611814
TCGA-CN-6010-01A-11D-1682-01	8	40494700	42189778	1123	1.280998
TCGA-CN-6010-01A-11D-1682-01	8	42190151	42933372	320	1.394004
TCGA-CN-6010-01A-11D-1682-01	8	47460945	48160856	275	0.611814
TCGA-CN-6010-01A-11D-1682-01	8	48163424	145232496	56531	0.000000
TCGA-CN-6010-01A-11D-1682-01	9	789932	93159816	38681	0.000000
TCGA-CN-6010-01A-11D-1682-01	9	93159850	93163805	5	-0.492038
TCGA-CN-6010-01A-11D-1682-01	9	93164251	102827027	5926	0.000000
TCGA-CN-6010-01A-11D-1682-01	9	102833086	103121998	152	-0.340556
TCGA-CN-6010-01A-11D-1682-01	9	103125053	136104746	21423	0.000000
TCGA-CN-6010-01A-11D-1682-01	9	136109279	136183662	50	0.627447
TCGA-CN-6010-01A-11D-1682-01	9	136183693	136189693	13	0.000000
TCGA-CN-6010-01A-11D-1682-01	9	136189862	136415608	81	0.685624
TCGA-CN-6010-01A-11D-1682-01	9	136415951	140938752	1716	0.000000
TCGA-CN-6010-01A-11D-1682-01	10	415240	6940378	4268	0.000000
